seed,target_stage,method,point_type,precision,recall,average_precision
42,Reconnaissance,frozen,curve,0.1322653146560736,0.8648325358851675,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1325383304940375,0.864149008885851,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13278662671502917,0.8632946001367054,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13282547381184595,0.8610731373889269,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13299672200486412,0.8597060833902939,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13316895994061348,0.858339029391661,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13323584153150758,0.8562884483937115,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13327644596144103,0.854066985645933,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13347774925117672,0.8528708133971292,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13368022959525788,0.8516746411483254,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13375299276356495,0.849624060150376,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13401143967191884,0.8487696514012304,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13424435123799217,0.8477443609022557,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13437008087716443,0.8460355434039645,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1344693360916787,0.8441558441558441,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1345691820465218,0.8422761449077238,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13483392206796463,0.8414217361585783,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13507278220269156,0.8403964456596036,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13509269717087682,0.8380041011619959,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1351679929266136,0.8359535201640464,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1354654546462323,0.83526999316473,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13559793183966198,0.8335611756664388,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1357869789488359,0.8321941216678059,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1360610806577917,0.8313397129186603,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1362246472353915,0.8298017771701982,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13641735606955935,0.8284347231715653,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13663947613536934,0.8272385509227614,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13680634201585504,0.8257006151742994,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13714464229928147,0.825187969924812,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13739957837160277,0.8241626794258373,0.4012734738777736
