seed,split,from_stage,to_stage,true_stage,count,fraction_of_rows,fraction_of_overrides
46,test,Reconnaissance,Lateral Movement,Benign,3,4.554494527015743e-05,0.0010214504596527069
46,test,Reconnaissance,Data Exfiltration,Benign,11,0.00016699813265724393,0.003745318352059925
46,test,Reconnaissance,Data Exfiltration,Data Exfiltration,321,0.004873309143906846,0.10929519918283963
46,test,Establish Foothold,Benign,Benign,2,3.036329684677162e-05,0.0006809669731018045
46,test,Establish Foothold,Establish Foothold,Benign,5,7.590824211692905e-05,0.0017024174327545114
46,test,Establish Foothold,Establish Foothold,Establish Foothold,3,4.554494527015743e-05,0.0010214504596527069
46,test,Establish Foothold,Data Exfiltration,Benign,1,1.518164842338581e-05,0.00034048348655090226
46,test,Establish Foothold,Data Exfiltration,Establish Foothold,3,4.554494527015743e-05,0.0010214504596527069
46,test,Establish Foothold,Data Exfiltration,Data Exfiltration,1,1.518164842338581e-05,0.00034048348655090226
46,test,Lateral Movement,Benign,Benign,6,9.108989054031487e-05,0.0020429009193054137
46,test,Lateral Movement,Benign,Data Exfiltration,1,1.518164842338581e-05,0.00034048348655090226
46,test,Lateral Movement,Reconnaissance,Benign,1,1.518164842338581e-05,0.00034048348655090226
46,test,Lateral Movement,Reconnaissance,Reconnaissance,4,6.072659369354324e-05,0.001361933946203609
46,test,Lateral Movement,Reconnaissance,Lateral Movement,7,0.00010627153896370068,0.002383384405856316
46,test,Lateral Movement,Establish Foothold,Benign,1,1.518164842338581e-05,0.00034048348655090226
46,test,Lateral Movement,Lateral Movement,Benign,12,0.00018217978108062973,0.0040858018386108275
46,test,Lateral Movement,Data Exfiltration,Benign,14,0.00021254307792740136,0.004766768811712632
46,test,Lateral Movement,Data Exfiltration,Data Exfiltration,2,3.036329684677162e-05,0.0006809669731018045
46,test_shuffle_bn_order,Benign,Benign,Benign,17,0.0002580880231975588,0.012151536812008578
46,test_shuffle_bn_order,Benign,Benign,Reconnaissance,34,0.0005161760463951176,0.024303073624017155
46,test_shuffle_bn_order,Benign,Benign,Establish Foothold,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Benign,Benign,Data Exfiltration,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Benign,Reconnaissance,Benign,190,0.0028845132004433043,0.13581129378127232
46,test_shuffle_bn_order,Benign,Reconnaissance,Reconnaissance,599,0.009093807405608102,0.4281629735525375
46,test_shuffle_bn_order,Benign,Reconnaissance,Data Exfiltration,27,0.0004099045074314169,0.01929949964260186
46,test_shuffle_bn_order,Benign,Establish Foothold,Benign,2,3.036329684677162e-05,0.0014295925661186562
46,test_shuffle_bn_order,Benign,Establish Foothold,Lateral Movement,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Benign,Lateral Movement,Benign,11,0.00016699813265724393,0.007862759113652609
46,test_shuffle_bn_order,Benign,Data Exfiltration,Benign,14,0.00021254307792740136,0.010007147962830594
46,test_shuffle_bn_order,Benign,Data Exfiltration,Data Exfiltration,5,7.590824211692905e-05,0.0035739814152966403
46,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Benign,86,0.0013056217644111798,0.061472480343102216
46,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Reconnaissance,3,4.554494527015743e-05,0.002144388849177984
46,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Establish Foothold,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Lateral Movement,3,4.554494527015743e-05,0.002144388849177984
46,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Data Exfiltration,344,0.005222487057644719,0.24588992137240887
46,test_shuffle_bn_order,Establish Foothold,Benign,Establish Foothold,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Establish Foothold,Establish Foothold,Benign,7,0.00010627153896370068,0.005003573981415297
46,test_shuffle_bn_order,Establish Foothold,Establish Foothold,Establish Foothold,2,3.036329684677162e-05,0.0014295925661186562
46,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Benign,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Establish Foothold,3,4.554494527015743e-05,0.002144388849177984
46,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Data Exfiltration,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Lateral Movement,Benign,Benign,3,4.554494527015743e-05,0.002144388849177984
46,test_shuffle_bn_order,Lateral Movement,Reconnaissance,Benign,7,0.00010627153896370068,0.005003573981415297
46,test_shuffle_bn_order,Lateral Movement,Reconnaissance,Reconnaissance,3,4.554494527015743e-05,0.002144388849177984
46,test_shuffle_bn_order,Lateral Movement,Reconnaissance,Lateral Movement,4,6.072659369354324e-05,0.0028591851322373124
46,test_shuffle_bn_order,Lateral Movement,Establish Foothold,Data Exfiltration,3,4.554494527015743e-05,0.002144388849177984
46,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Benign,15,0.00022772472635078716,0.010721944245889922
46,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Reconnaissance,1,1.518164842338581e-05,0.0007147962830593281
46,test_shuffle_bn_order,Lateral Movement,Data Exfiltration,Benign,9,0.0001366348358104723,0.006433166547533953
47,test,Benign,Benign,Benign,24,0.00036435956216125946,0.00717060053779504
47,test,Benign,Benign,Lateral Movement,1,1.518164842338581e-05,0.00029877502240812666
47,test,Benign,Benign,Data Exfiltration,13,0.00019736142950401553,0.003884075291305647
47,test,Benign,Reconnaissance,Benign,256,0.0038865019963867675,0.07648640573648043
47,test,Benign,Reconnaissance,Reconnaissance,2483,0.03769603303526697,0.7418583806393786
47,test,Benign,Reconnaissance,Lateral Movement,1,1.518164842338581e-05,0.00029877502240812666
47,test,Benign,Reconnaissance,Data Exfiltration,13,0.00019736142950401553,0.003884075291305647
47,test,Benign,Establish Foothold,Benign,2,3.036329684677162e-05,0.0005975500448162533
47,test,Benign,Establish Foothold,Reconnaissance,1,1.518164842338581e-05,0.00029877502240812666
47,test,Benign,Lateral Movement,Benign,17,0.0002580880231975588,0.005079175380938153
47,test,Benign,Data Exfiltration,Benign,19,0.0002884513200443304,0.005676725425754407
47,test,Benign,Data Exfiltration,Data Exfiltration,456,0.00692283168106393,0.13624141021810576
47,test,Reconnaissance,Benign,Benign,1,1.518164842338581e-05,0.00029877502240812666
47,test,Reconnaissance,Reconnaissance,Benign,9,0.0001366348358104723,0.00268897520167314
47,test,Reconnaissance,Reconnaissance,Reconnaissance,4,6.072659369354324e-05,0.0011951000896325067
47,test,Reconnaissance,Reconnaissance,Lateral Movement,2,3.036329684677162e-05,0.0005975500448162533
47,test,Reconnaissance,Lateral Movement,Benign,4,6.072659369354324e-05,0.0011951000896325067
47,test,Reconnaissance,Data Exfiltration,Benign,5,7.590824211692905e-05,0.0014938751120406335
47,test,Establish Foothold,Benign,Benign,3,4.554494527015743e-05,0.00089632506722438
47,test,Establish Foothold,Benign,Establish Foothold,1,1.518164842338581e-05,0.00029877502240812666
47,test,Establish Foothold,Establish Foothold,Benign,5,7.590824211692905e-05,0.0014938751120406335
47,test,Establish Foothold,Lateral Movement,Data Exfiltration,2,3.036329684677162e-05,0.0005975500448162533
47,test,Establish Foothold,Data Exfiltration,Benign,2,3.036329684677162e-05,0.0005975500448162533
47,test,Establish Foothold,Data Exfiltration,Establish Foothold,2,3.036329684677162e-05,0.0005975500448162533
47,test,Establish Foothold,Data Exfiltration,Data Exfiltration,1,1.518164842338581e-05,0.00029877502240812666
47,test,Lateral Movement,Benign,Benign,3,4.554494527015743e-05,0.00089632506722438
47,test,Lateral Movement,Benign,Lateral Movement,1,1.518164842338581e-05,0.00029877502240812666
47,test,Lateral Movement,Reconnaissance,Benign,1,1.518164842338581e-05,0.00029877502240812666
47,test,Lateral Movement,Reconnaissance,Lateral Movement,7,0.00010627153896370068,0.002091425156856887
47,test,Lateral Movement,Lateral Movement,Benign,5,7.590824211692905e-05,0.0014938751120406335
47,test,Lateral Movement,Lateral Movement,Lateral Movement,1,1.518164842338581e-05,0.00029877502240812666
47,test,Lateral Movement,Data Exfiltration,Benign,2,3.036329684677162e-05,0.0005975500448162533
47,test_shuffle_bn_order,Benign,Benign,Benign,31,0.00047063110112496013,0.01390134529147982
47,test_shuffle_bn_order,Benign,Benign,Data Exfiltration,195,0.0029604214425602332,0.08744394618834081
47,test_shuffle_bn_order,Benign,Reconnaissance,Benign,156,0.0023683371540481864,0.06995515695067264
47,test_shuffle_bn_order,Benign,Reconnaissance,Reconnaissance,1492,0.02265101944769163,0.6690582959641256
47,test_shuffle_bn_order,Benign,Reconnaissance,Data Exfiltration,273,0.004144590019584326,0.12242152466367713
47,test_shuffle_bn_order,Benign,Establish Foothold,Benign,1,1.518164842338581e-05,0.0004484304932735426
47,test_shuffle_bn_order,Benign,Lateral Movement,Benign,11,0.00016699813265724393,0.004932735426008968
47,test_shuffle_bn_order,Benign,Lateral Movement,Lateral Movement,1,1.518164842338581e-05,0.0004484304932735426
47,test_shuffle_bn_order,Benign,Data Exfiltration,Benign,3,4.554494527015743e-05,0.0013452914798206279
47,test_shuffle_bn_order,Benign,Data Exfiltration,Reconnaissance,1,1.518164842338581e-05,0.0004484304932735426
47,test_shuffle_bn_order,Benign,Data Exfiltration,Data Exfiltration,9,0.0001366348358104723,0.004035874439461884
47,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Benign,19,0.0002884513200443304,0.008520179372197309
47,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Reconnaissance,4,6.072659369354324e-05,0.0017937219730941704
47,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Lateral Movement,2,3.036329684677162e-05,0.0008968609865470852
47,test_shuffle_bn_order,Establish Foothold,Benign,Benign,4,6.072659369354324e-05,0.0017937219730941704
47,test_shuffle_bn_order,Establish Foothold,Benign,Data Exfiltration,1,1.518164842338581e-05,0.0004484304932735426
47,test_shuffle_bn_order,Establish Foothold,Establish Foothold,Benign,2,3.036329684677162e-05,0.0008968609865470852
47,test_shuffle_bn_order,Establish Foothold,Lateral Movement,Benign,1,1.518164842338581e-05,0.0004484304932735426
47,test_shuffle_bn_order,Establish Foothold,Lateral Movement,Data Exfiltration,2,3.036329684677162e-05,0.0008968609865470852
47,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Benign,3,4.554494527015743e-05,0.0013452914798206279
47,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Establish Foothold,3,4.554494527015743e-05,0.0013452914798206279
47,test_shuffle_bn_order,Lateral Movement,Reconnaissance,Benign,3,4.554494527015743e-05,0.0013452914798206279
47,test_shuffle_bn_order,Lateral Movement,Reconnaissance,Lateral Movement,3,4.554494527015743e-05,0.0013452914798206279
47,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Benign,7,0.00010627153896370068,0.003139013452914798
47,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Lateral Movement,2,3.036329684677162e-05,0.0008968609865470852
47,test_shuffle_bn_order,Lateral Movement,Data Exfiltration,Benign,1,1.518164842338581e-05,0.0004484304932735426
48,test,Benign,Benign,Benign,146,0.0022165206698143286,0.022905553812362724
48,test,Benign,Benign,Reconnaissance,7,0.00010627153896370068,0.0010982114841543772
48,test,Benign,Benign,Establish Foothold,1,1.518164842338581e-05,0.00015688735487919673
48,test,Benign,Benign,Data Exfiltration,1,1.518164842338581e-05,0.00015688735487919673
48,test,Benign,Reconnaissance,Benign,238,0.0036132323247658233,0.037339190461248825
48,test,Benign,Reconnaissance,Reconnaissance,1801,0.027342148810517847,0.2825541261374333
48,test,Benign,Reconnaissance,Lateral Movement,4,6.072659369354324e-05,0.0006275494195167869
48,test,Benign,Establish Foothold,Benign,18,0.0002732696716209446,0.0028239723878255413
48,test,Benign,Lateral Movement,Benign,43,0.0006528108822055899,0.00674615625980546
48,test,Benign,Lateral Movement,Data Exfiltration,1,1.518164842338581e-05,0.00015688735487919673
48,test,Benign,Data Exfiltration,Benign,52,0.0007894457180160621,0.00815814245371823
48,test,Reconnaissance,Benign,Benign,11,0.00016699813265724393,0.0017257609036711642
48,test,Reconnaissance,Reconnaissance,Benign,69,0.0010475337412136209,0.010825227486664575
48,test,Reconnaissance,Reconnaissance,Reconnaissance,784,0.011902412363934476,0.12299968622529024
48,test,Reconnaissance,Reconnaissance,Lateral Movement,2,3.036329684677162e-05,0.00031377470975839345
48,test,Reconnaissance,Reconnaissance,Data Exfiltration,157,0.0023835188024715725,0.024631314716033886
48,test,Reconnaissance,Lateral Movement,Benign,2,3.036329684677162e-05,0.00031377470975839345
48,test,Reconnaissance,Data Exfiltration,Benign,28,0.0004250861558548027,0.004392845936617509
48,test,Reconnaissance,Data Exfiltration,Lateral Movement,3,4.554494527015743e-05,0.0004706620646375902
48,test,Reconnaissance,Data Exfiltration,Data Exfiltration,397,0.006027114424084167,0.062284279887041105
48,test,Establish Foothold,Benign,Benign,69,0.0010475337412136209,0.010825227486664575
48,test,Establish Foothold,Benign,Establish Foothold,2,3.036329684677162e-05,0.00031377470975839345
48,test,Establish Foothold,Reconnaissance,Benign,2,3.036329684677162e-05,0.00031377470975839345
48,test,Establish Foothold,Reconnaissance,Establish Foothold,2,3.036329684677162e-05,0.00031377470975839345
48,test,Establish Foothold,Establish Foothold,Benign,22,0.00033399626531448786,0.0034515218073423283
48,test,Establish Foothold,Establish Foothold,Establish Foothold,1740,0.02641606825669131,0.27298399748980234
48,test,Establish Foothold,Establish Foothold,Data Exfiltration,39,0.0005920842885120466,0.006118606840288672
48,test,Establish Foothold,Lateral Movement,Benign,6,9.108989054031487e-05,0.0009413241292751804
48,test,Establish Foothold,Lateral Movement,Establish Foothold,1,1.518164842338581e-05,0.00015688735487919673
48,test,Establish Foothold,Data Exfiltration,Benign,42,0.0006376292337822041,0.006589268904926263
48,test,Establish Foothold,Data Exfiltration,Establish Foothold,532,0.008076636961241251,0.08346407279573266
48,test,Establish Foothold,Data Exfiltration,Data Exfiltration,18,0.0002732696716209446,0.0028239723878255413
48,test,Lateral Movement,Benign,Benign,18,0.0002732696716209446,0.0028239723878255413
48,test,Lateral Movement,Benign,Data Exfiltration,1,1.518164842338581e-05,0.00015688735487919673
48,test,Lateral Movement,Reconnaissance,Benign,3,4.554494527015743e-05,0.0004706620646375902
48,test,Lateral Movement,Reconnaissance,Reconnaissance,1,1.518164842338581e-05,0.00015688735487919673
48,test,Lateral Movement,Reconnaissance,Lateral Movement,5,7.590824211692905e-05,0.0007844367743959837
48,test,Lateral Movement,Reconnaissance,Data Exfiltration,2,3.036329684677162e-05,0.00031377470975839345
48,test,Lateral Movement,Establish Foothold,Benign,5,7.590824211692905e-05,0.0007844367743959837
48,test,Lateral Movement,Lateral Movement,Benign,80,0.0012145318738708648,0.012550988390335738
48,test,Lateral Movement,Lateral Movement,Establish Foothold,3,4.554494527015743e-05,0.0004706620646375902
48,test,Lateral Movement,Lateral Movement,Lateral Movement,3,4.554494527015743e-05,0.0004706620646375902
48,test,Lateral Movement,Data Exfiltration,Benign,13,0.00019736142950401553,0.0020395356134295575
48,test_shuffle_bn_order,Benign,Benign,Benign,235,0.0035676873794956657,0.04113425520742167
48,test_shuffle_bn_order,Benign,Benign,Reconnaissance,50,0.0007590824211692905,0.00875196919306844
48,test_shuffle_bn_order,Benign,Benign,Establish Foothold,1,1.518164842338581e-05,0.00017503938386136881
48,test_shuffle_bn_order,Benign,Benign,Lateral Movement,1,1.518164842338581e-05,0.00017503938386136881
48,test_shuffle_bn_order,Benign,Benign,Data Exfiltration,2,3.036329684677162e-05,0.00035007876772273763
48,test_shuffle_bn_order,Benign,Reconnaissance,Benign,169,0.002565698583552202,0.02958165587257133
48,test_shuffle_bn_order,Benign,Reconnaissance,Reconnaissance,1167,0.01771698371009124,0.20427096096621739
48,test_shuffle_bn_order,Benign,Reconnaissance,Lateral Movement,3,4.554494527015743e-05,0.0005251181515841065
48,test_shuffle_bn_order,Benign,Establish Foothold,Benign,3,4.554494527015743e-05,0.0005251181515841065
48,test_shuffle_bn_order,Benign,Lateral Movement,Benign,5,7.590824211692905e-05,0.000875196919306844
48,test_shuffle_bn_order,Benign,Data Exfiltration,Benign,16,0.00024290637477417297,0.002800630141781901
48,test_shuffle_bn_order,Reconnaissance,Benign,Benign,1,1.518164842338581e-05,0.00017503938386136881
48,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Benign,109,0.0016547996781490534,0.0190792928408892
48,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Reconnaissance,784,0.011902412363934476,0.13723087694731315
48,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Lateral Movement,5,7.590824211692905e-05,0.000875196919306844
48,test_shuffle_bn_order,Reconnaissance,Reconnaissance,Data Exfiltration,554,0.00841063322655574,0.09697181865919832
48,test_shuffle_bn_order,Establish Foothold,Benign,Benign,23,0.00034917791373787366,0.004025905828811483
48,test_shuffle_bn_order,Establish Foothold,Establish Foothold,Benign,41,0.0006224475853588183,0.007176614738316121
48,test_shuffle_bn_order,Establish Foothold,Establish Foothold,Establish Foothold,1567,0.023789643079445567,0.2742867145107649
48,test_shuffle_bn_order,Establish Foothold,Establish Foothold,Data Exfiltration,19,0.0002884513200443304,0.003325748293366007
48,test_shuffle_bn_order,Establish Foothold,Lateral Movement,Benign,5,7.590824211692905e-05,0.000875196919306844
48,test_shuffle_bn_order,Establish Foothold,Lateral Movement,Establish Foothold,2,3.036329684677162e-05,0.00035007876772273763
48,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Benign,72,0.0010930786864837784,0.012602835638018554
48,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Establish Foothold,708,0.010748607083757154,0.12392788377384911
48,test_shuffle_bn_order,Establish Foothold,Data Exfiltration,Data Exfiltration,38,0.0005769026400886608,0.006651496586732014
48,test_shuffle_bn_order,Lateral Movement,Benign,Benign,32,0.00048581274954834593,0.005601260283563802
48,test_shuffle_bn_order,Lateral Movement,Benign,Reconnaissance,1,1.518164842338581e-05,0.00017503938386136881
48,test_shuffle_bn_order,Lateral Movement,Reconnaissance,Benign,4,6.072659369354324e-05,0.0007001575354454753
48,test_shuffle_bn_order,Lateral Movement,Reconnaissance,Lateral Movement,5,7.590824211692905e-05,0.000875196919306844
48,test_shuffle_bn_order,Lateral Movement,Establish Foothold,Benign,3,4.554494527015743e-05,0.0005251181515841065
48,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Benign,76,0.0011538052801773216,0.013302993173464029
48,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Establish Foothold,3,4.554494527015743e-05,0.0005251181515841065
48,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Lateral Movement,2,3.036329684677162e-05,0.00035007876772273763
48,test_shuffle_bn_order,Lateral Movement,Lateral Movement,Data Exfiltration,3,4.554494527015743e-05,0.0005251181515841065
48,test_shuffle_bn_order,Lateral Movement,Data Exfiltration,Benign,3,4.554494527015743e-05,0.0005251181515841065
48,test_shuffle_bn_order,Lateral Movement,Data Exfiltration,Lateral Movement,1,1.518164842338581e-05,0.00017503938386136881
