study,contrast,condition,budget,rows,metric,baseline_mean,candidate_mean,delta_mean,seed_count
PX081,harm_minus_entropy,wrong_host_history,3,208094,OtherAttackStage.attack_to_benign_count,2347.3333333333335,2819.3333333333335,472.0,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,OtherAttackStage.wrong_attack_stage_count,262.0,263.6666666666667,1.6666666666666856,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,OtherAttackStage.stage_f1,0.8641591751675267,0.8277072696234602,-0.03645190554406652,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,LateralMovement.exact_stage_recall,0.4000000000000001,0.4380952380952381,0.038095238095238015,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,LateralMovement.warning_recall,0.4000000000000001,0.4380952380952381,0.038095238095238015,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,LateralMovement.attack_to_benign_count,21.0,19.666666666666668,-1.3333333333333321,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,LateralMovement.wrong_attack_stage_count,0.0,0.0,0.0,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,LateralMovement.stage_f1,0.12448959235635353,0.12042821701538188,-0.004061375340971646,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,DataExfiltration.exact_stage_recall,0.6721867131512687,0.6700561688940537,-0.002130544257214928,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,DataExfiltration.warning_recall,0.7752275808638389,0.773678094131319,-0.001549486732519867,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,DataExfiltration.attack_to_benign_count,773.6666666666666,779.0,5.333333333333371,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,DataExfiltration.wrong_attack_stage_count,354.6666666666667,356.6666666666667,2.0,3
PX081,harm_minus_entropy,wrong_host_history,3,208094,DataExfiltration.stage_f1,0.7689582045225621,0.7666228004845639,-0.0023354040379982566,3
PX082,current_mixed_minus_past,common_anchor,,104051,macro_f1,0.7364788067010649,0.7997151288484408,0.06323632214737585,3
PX082,current_mixed_minus_past,common_anchor,,104051,benign_false_alert_rate,0.0002497450519261587,0.0009226692196160864,0.0006729241676899277,3
PX082,current_mixed_minus_past,common_anchor,,104051,benign_false_alert_count,24.0,88.66666666666667,64.66666666666667,3
PX082,current_mixed_minus_past,common_anchor,,104051,attack_to_benign_count,595.6666666666666,28.0,-567.6666666666666,3
PX082,current_mixed_minus_past,common_anchor,,104051,wrong_attack_stage_count,181.0,126.33333333333333,-54.66666666666667,3
PX082,current_mixed_minus_past,common_anchor,,104051,OtherAttackStage.exact_stage_recall,0.9679167337303504,0.9798272439508557,0.011910510220505377,3
PX082,current_mixed_minus_past,common_anchor,,104051,OtherAttackStage.warning_recall,0.9969955469714041,0.9986050753795804,0.0016095284081762973,3
PX082,current_mixed_minus_past,common_anchor,,104051,OtherAttackStage.attack_to_benign_count,18.666666666666668,8.666666666666666,-10.000000000000002,3
PX082,current_mixed_minus_past,common_anchor,,104051,OtherAttackStage.wrong_attack_stage_count,180.66666666666666,116.66666666666667,-63.999999999999986,3
PX082,current_mixed_minus_past,common_anchor,,104051,OtherAttackStage.stage_f1,0.9835625861315801,0.9890068508784732,0.005444264746893079,3
PX082,current_mixed_minus_past,common_anchor,,104051,LateralMovement.exact_stage_recall,0.25925925925925924,0.6111111111111112,0.3518518518518519,3
PX082,current_mixed_minus_past,common_anchor,,104051,LateralMovement.warning_recall,0.25925925925925924,0.6111111111111112,0.3518518518518519,3
PX082,current_mixed_minus_past,common_anchor,,104051,LateralMovement.attack_to_benign_count,13.333333333333334,7.0,-6.333333333333334,3
PX082,current_mixed_minus_past,common_anchor,,104051,LateralMovement.wrong_attack_stage_count,0.0,0.0,0.0,3
PX082,current_mixed_minus_past,common_anchor,,104051,LateralMovement.stage_f1,0.20911401939553712,0.25819631748701005,0.04908229809147294,3
PX082,current_mixed_minus_past,common_anchor,,104051,DataExfiltration.exact_stage_recall,0.6724738675958188,0.9872241579558653,0.3147502903600464,3
PX082,current_mixed_minus_past,common_anchor,,104051,DataExfiltration.warning_recall,0.672667440960124,0.9928377855207122,0.32017034456058824,3
PX082,current_mixed_minus_past,common_anchor,,104051,DataExfiltration.attack_to_benign_count,563.6666666666666,12.333333333333334,-551.3333333333333,3
PX082,current_mixed_minus_past,common_anchor,,104051,DataExfiltration.wrong_attack_stage_count,0.3333333333333333,9.666666666666666,9.333333333333332,3
PX082,current_mixed_minus_past,common_anchor,,104051,DataExfiltration.stage_f1,0.7564532002133585,0.9522646095533337,0.1958114093399752,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,macro_f1,0.7581969382898088,0.7964472694183025,0.03825033112849363,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,benign_false_alert_rate,0.00014915329490034477,0.0004960214225755653,0.0003468681276752205,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,benign_false_alert_count,14.333333333333334,47.666666666666664,33.33333333333333,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,attack_to_benign_count,637.6666666666666,275.3333333333333,-362.3333333333333,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,wrong_attack_stage_count,123.66666666666667,14.666666666666666,-109.0,3
