configuration_id,study,dataset,condition,arm,perturbation_seed,source_record_index,threshold,original_calibration_status,rows,positive,precision,recall,f1,ap,roc_auc,other_label_flags,other_label_flag_rate,target_cost_error,negative_support,negative_flags,negative_flag_rate,negative_definition
PX083-native-0076,PX083-original-threshold-supplement,camlds,random_50,entity_context,20260920,76,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.03488372093023256,0.06,0.04411764705882353,0.027317945135054165,0.5375334631297153,166,0.040399123874422,0.12877167973390355,4109,166,0.040399123874422,Other author technique labels; not verified benign
PX083-native-0077,PX083-original-threshold-supplement,camlds,random_50,mixed_dropout,20260920,77,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.027777777777777776,0.01,0.014705882352941176,0.02761347112427691,0.5558420540277439,35,0.008517887563884156,0.10239961986220004,4109,35,0.008517887563884156,Other author technique labels; not verified benign
PX083-native-0078,PX083-original-threshold-supplement,camlds,random_50,semantic_event,20260921,78,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.023966519348229416,0.5046081771720614,21,0.005110732538330494,0.10002375861249703,4109,21,0.005110732538330494,Other author technique labels; not verified benign
PX083-native-0079,PX083-original-threshold-supplement,camlds,random_50,entity_context,20260921,79,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.011428571428571429,0.02,0.014545454545454545,0.02538858822599689,0.5156814310051108,173,0.042102701387198835,0.13423616060822047,4109,173,0.042102701387198835,Other author technique labels; not verified benign
PX083-native-0080,PX083-original-threshold-supplement,camlds,random_50,mixed_dropout,20260921,80,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.022136912203823793,0.4821014845461183,31,0.007544414699440253,0.10239961986220004,4109,31,0.007544414699440253,Other author technique labels; not verified benign
PX083-native-0081,PX083-original-threshold-supplement,camlds,random_50,semantic_event,20260922,81,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.034482758620689655,0.01,0.015503875968992248,0.026370949038197047,0.5198259917254806,28,0.0068143100511073255,0.10073651698740793,4109,28,0.0068143100511073255,Other author technique labels; not verified benign
PX083-native-0082,PX083-original-threshold-supplement,camlds,random_50,entity_context,20260922,82,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.031914893617021274,0.06,0.041666666666666664,0.03618468833901947,0.5300048673643222,182,0.044293015332197615,0.13257305773342837,4109,182,0.044293015332197615,Other author technique labels; not verified benign
PX083-native-0083,PX083-original-threshold-supplement,camlds,random_50,mixed_dropout,20260922,83,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.04878048780487805,0.02,0.028368794326241134,0.028880504117937904,0.5456510099780969,39,0.00949136042832806,0.10239961986220004,4109,39,0.00949136042832806,Other author technique labels; not verified benign
PX083-native-0084,PX083-original-threshold-supplement,camlds,random_75,semantic_event,20260920,84,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.023571855487367323,0.4815052324166464,9,0.0021903139449987834,0.09717272511285341,4109,9,0.0021903139449987834,Other author technique labels; not verified benign
PX083-native-0085,PX083-original-threshold-supplement,camlds,random_75,entity_context,20260920,85,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.009615384615384616,0.02,0.012987012987012988,0.022368097089059444,0.4809260160623022,206,0.05013385251886104,0.14207650273224043,4109,206,0.05013385251886104,Other author technique labels; not verified benign
PX083-native-0086,PX083-original-threshold-supplement,camlds,random_75,mixed_dropout,20260920,86,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02275796438061102,0.48680579216354336,66,0.01606230226332441,0.11071513423616061,4109,66,0.01606230226332441,Other author technique labels; not verified benign
PX083-native-0087,PX083-original-threshold-supplement,camlds,random_75,semantic_event,20260921,87,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.025935631598733334,0.4964030177658798,9,0.0021903139449987834,0.09717272511285341,4109,9,0.0021903139449987834,Other author technique labels; not verified benign
PX083-native-0088,PX083-original-threshold-supplement,camlds,random_75,entity_context,20260921,88,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.03333333333333333,0.06,0.04285714285714286,0.029428201222379168,0.49528230713068877,174,0.042346069603309805,0.13067236873366594,4109,174,0.042346069603309805,Other author technique labels; not verified benign
PX083-native-0089,PX083-original-threshold-supplement,camlds,random_75,mixed_dropout,20260921,89,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.019230769230769232,0.01,0.013157894736842105,0.02274765091606913,0.4760805548795327,51,0.01241177902165977,0.10620099786172488,4109,51,0.01241177902165977,Other author technique labels; not verified benign
PX083-native-0090,PX083-original-threshold-supplement,camlds,random_75,semantic_event,20260922,90,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.025530519885519444,0.5340958870771477,6,0.0014602092966658554,0.0964599667379425,4109,6,0.0014602092966658554,Other author technique labels; not verified benign
PX083-native-0091,PX083-original-threshold-supplement,camlds,random_75,entity_context,20260922,91,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.011695906432748537,0.02,0.014760147601476014,0.024282455512924194,0.5166792406911657,169,0.041129228522754926,0.13328581610833928,4109,169,0.041129228522754926,Other author technique labels; not verified benign
PX083-native-0092,PX083-original-threshold-supplement,camlds,random_75,mixed_dropout,20260922,92,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.016666666666666666,0.01,0.0125,0.02707857842315712,0.5261779021659772,59,0.014358724750547579,0.10810168686148729,4109,59,0.014358724750547579,Other author technique labels; not verified benign
PX083-native-0093,PX083-original-threshold-supplement,camlds,support_burst_60,semantic_event,20260920,93,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02380494954929556,0.5087320515940618,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0094,PX083-original-threshold-supplement,camlds,support_burst_60,entity_context,20260920,94,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.022493887530562348,0.46,0.042890442890442894,0.022294751203577788,0.4862399610610854,1999,0.48649306400584086,0.5262532668092184,4109,1999,0.48649306400584086,Other author technique labels; not verified benign
PX083-native-0095,PX083-original-threshold-supplement,camlds,support_burst_60,mixed_dropout,20260920,95,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.00641025641025641,0.01,0.0078125,0.02157315313945767,0.48114869798004384,155,0.03772207349720127,0.13090995485863627,4109,155,0.03772207349720127,Other author technique labels; not verified benign
PX083-native-0096,PX083-original-threshold-supplement,camlds,command_records_absent,semantic_event,20260920,96,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.024108481120370465,0.5045923582380141,0,0.0,0.09503444998812069,4109,0,0.0,Other author technique labels; not verified benign
PX083-native-0097,PX083-original-threshold-supplement,camlds,command_records_absent,entity_context,20260920,97,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02498062420124441,0.5338342662448284,0,0.0,0.09503444998812069,4109,0,0.0,Other author technique labels; not verified benign
PX083-native-0098,PX083-original-threshold-supplement,camlds,command_records_absent,mixed_dropout,20260920,98,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.024390243902439025,0.01,0.014184397163120567,0.025607797459202594,0.5444499878315893,40,0.009734728644439037,0.10358755048705155,4109,40,0.009734728644439037,Other author technique labels; not verified benign
PX083-native-0099,PX083-original-threshold-supplement,camlds,delay_30_deadline_0,semantic_event,20260920,99,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.024108481120370465,0.5045923582380141,0,0.0,0.09503444998812069,4109,0,0.0,Other author technique labels; not verified benign
PX083-native-0100,PX083-original-threshold-supplement,camlds,delay_30_deadline_0,entity_context,20260920,100,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.024890733450032898,0.530587734241908,1,0.0002433682161109759,0.095272036113091,4109,1,0.0002433682161109759,Other author technique labels; not verified benign
PX083-native-0101,PX083-original-threshold-supplement,camlds,delay_30_deadline_0,mixed_dropout,20260920,101,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.009259259259259259,0.01,0.009615384615384616,0.02887206907509779,0.570585300559747,107,0.026040399123874423,0.11950582086006177,4109,107,0.026040399123874423,Other author technique labels; not verified benign
PX083-native-0102,PX083-original-threshold-supplement,camlds,delay_30_deadline_30,semantic_event,20260920,102,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02380494954929556,0.5087320515940618,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0103,PX083-original-threshold-supplement,camlds,delay_30_deadline_30,entity_context,20260920,103,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.023809523809523808,0.01,0.014084507042253521,0.02773794427482751,0.5594755414942808,41,0.009978096860550012,0.10382513661202186,4109,41,0.009978096860550012,Other author technique labels; not verified benign
PX083-native-0104,PX083-original-threshold-supplement,camlds,delay_30_deadline_30,mixed_dropout,20260920,104,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.027590189676380616,0.566019712825505,16,0.0038938914577756143,0.09883582798764552,4109,16,0.0038938914577756143,Other author technique labels; not verified benign
PX083-native-0105,PX083-original-threshold-supplement,camlds,delay_120_deadline_0,semantic_event,20260920,105,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.024108481120370465,0.5045923582380141,0,0.0,0.09503444998812069,4109,0,0.0,Other author technique labels; not verified benign
PX083-native-0106,PX083-original-threshold-supplement,camlds,delay_120_deadline_0,entity_context,20260920,106,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02498062420124441,0.5338342662448284,0,0.0,0.09503444998812069,4109,0,0.0,Other author technique labels; not verified benign
PX083-native-0107,PX083-original-threshold-supplement,camlds,delay_120_deadline_0,mixed_dropout,20260920,107,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.024390243902439025,0.01,0.014184397163120567,0.025607797459202594,0.5444499878315893,40,0.009734728644439037,0.10358755048705155,4109,40,0.009734728644439037,Other author technique labels; not verified benign
PX083-native-0108,PX083-original-threshold-supplement,camlds,delay_120_deadline_30,semantic_event,20260920,108,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.024108481120370465,0.5045923582380141,0,0.0,0.09503444998812069,4109,0,0.0,Other author technique labels; not verified benign
PX083-native-0109,PX083-original-threshold-supplement,camlds,delay_120_deadline_30,entity_context,20260920,109,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02469957731958902,0.529412265758092,0,0.0,0.09503444998812069,4109,0,0.0,Other author technique labels; not verified benign
PX083-native-0110,PX083-original-threshold-supplement,camlds,delay_120_deadline_30,mixed_dropout,20260920,110,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.014084507042253521,0.01,0.011695906432748537,0.025901279735628772,0.5442528595765393,70,0.017035775127768313,0.11071513423616061,4109,70,0.017035775127768313,Other author technique labels; not verified benign
PX083-native-0111,PX083-original-threshold-supplement,camlds,delay_120_deadline_120,semantic_event,20260920,111,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02380494954929556,0.5087320515940618,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0112,PX083-original-threshold-supplement,camlds,delay_120_deadline_120,entity_context,20260920,112,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.023809523809523808,0.01,0.014084507042253521,0.02773794427482751,0.5594755414942808,41,0.009978096860550012,0.10382513661202186,4109,41,0.009978096860550012,Other author technique labels; not verified benign
PX083-native-0113,PX083-original-threshold-supplement,camlds,delay_120_deadline_120,mixed_dropout,20260920,113,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.027590189676380616,0.566019712825505,16,0.0038938914577756143,0.09883582798764552,4109,16,0.0038938914577756143,Other author technique labels; not verified benign
PX083-native-0114,PX083-original-threshold-supplement,camlds,execve_absent,semantic_event,20260920,114,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02425945831559851,0.509600876125578,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0115,PX083-original-threshold-supplement,camlds,execve_absent,entity_context,20260920,115,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.025703684402001728,0.5387770747140423,14,0.0034071550255536627,0.09836065573770492,4109,14,0.0034071550255536627,Other author technique labels; not verified benign
PX083-native-0116,PX083-original-threshold-supplement,camlds,execve_absent,mixed_dropout,20260920,116,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.009174311926605505,0.01,0.009569377990430622,0.029433838825392907,0.5795266488196641,108,0.026283767339985397,0.11974340698503208,4109,108,0.026283767339985397,Other author technique labels; not verified benign
PX083-native-0117,PX083-original-threshold-supplement,camlds,proctitle_absent,semantic_event,20260920,117,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02365134991419452,0.5037843757605257,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0118,PX083-original-threshold-supplement,camlds,proctitle_absent,entity_context,20260920,118,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.024298810774173504,0.5299355074227305,4,0.0009734728644439036,0.0959847944880019,4109,4,0.0009734728644439036,Other author technique labels; not verified benign
PX083-native-0119,PX083-original-threshold-supplement,camlds,proctitle_absent,mixed_dropout,20260920,119,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02545134357668631,0.5380737405694817,11,0.002677050377220735,0.09764789736279401,4109,11,0.002677050377220735,Other author technique labels; not verified benign
PX083-native-0120,PX083-original-threshold-supplement,camlds,syscall_absent,semantic_event,20260920,120,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.02508094080611403,0.5274920905329764,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0121,PX083-original-threshold-supplement,camlds,syscall_absent,entity_context,20260920,121,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.027620649767910805,0.5144061815526892,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0122,PX083-original-threshold-supplement,camlds,syscall_absent,mixed_dropout,20260920,122,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.024591874804308866,0.5188573862253589,2,0.0004867364322219518,0.0955096222380613,4109,2,0.0004867364322219518,Other author technique labels; not verified benign
PX083-native-0123,PX083-original-threshold-supplement,camlds,path_absent,semantic_event,20260920,123,0.6491412514973695,LOW_BENIGN_RESOLUTION,4209,100,0.029411764705882353,0.05,0.037037037037037035,0.027459162997921185,0.5627804818690679,165,0.040155755658311025,0.12948443810881444,4109,165,0.040155755658311025,Other author technique labels; not verified benign
PX083-native-0124,PX083-original-threshold-supplement,camlds,path_absent,entity_context,20260920,124,0.6627212164717461,LOW_BENIGN_RESOLUTION,4209,100,0.035164835164835165,0.16,0.05765765765765766,0.029279588203228662,0.5723156485762959,439,0.10683864687271842,0.18412924685198384,4109,439,0.10683864687271842,Other author technique labels; not verified benign
PX083-native-0125,PX083-original-threshold-supplement,camlds,path_absent,mixed_dropout,20260920,125,0.6723493082035336,LOW_BENIGN_RESOLUTION,4209,100,0.0,0.0,0.0,0.027585006506079417,0.548769773667559,4,0.0009734728644439036,0.0959847944880019,4109,4,0.0009734728644439036,Other author technique labels; not verified benign
