configuration_id,study,dataset,condition,view,arm,budget,reference_only,fit_seed,perturbation_seed,source_record_index,source_path,seed,rows,macro_f1,stage_weighted_error,normal_false_attacks,movement_any_attack_recall,negative_support,negative_flags,negative_flag_rate,negative_definition,movement_support,movement_exact_recall,movement_warning_recall,movement_f1,movement_missed_warning_count,exfiltration_support,exfiltration_exact_recall,exfiltration_warning_recall,exfiltration_f1,exfiltration_missed_warning_count,context_selected_fraction,selected_context_harm_count,selected_context_help_count,policy,n,errors,weighted_error_total,benign_false_alerts,movement_missed,exfiltration_missed,movement_as_exfiltration,mean_spend,mean_elapsed,query_rate,mean_queries,mean_delivered,seconds,normal_false_attack_rate,test_rows_with_current_fingerprint_in_training,training_rows_ending_after_first_test_start,chronological_all_fit_before_test,positive,precision,recall,f1,ap,roc_auc,other_label_flags,other_label_flag_rate,target_cost_error
PX081-0043,PX081,UNRAVELED,wrong_host_history,,harm,1,False,8101,,43,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7494860283230648,,,,192193,184,0.0009573709760501163,Author benign flow labels,35,0.9142857142857143,0.9142857142857143,0.26229508196721313,3,3442,0.6751888436955259,0.6804183614177803,0.7555266579973993,1100,,,,harm,208094,1705,5068.0,184,3,1118,0,0.23120321333408356,0.05780080333352089,0.23120320624333235,0.23120320624333235,0.23120320624333235,,,,,,,,,,,,,,
PX081-0044,PX081,UNRAVELED,wrong_host_history,,none,2,False,8101,,44,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7521907441823421,,,,192193,167,0.0008689182228280947,Author benign flow labels,35,0.8,0.8,0.2731707317073171,7,3442,0.6751888436955259,0.6751888436955258,0.7555266579973993,1118,,,,none,208094,1693,5068.0,167,7,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0045,PX081,UNRAVELED,wrong_host_history,,roles_first,2,False,8101,,45,px081_evidence_acquisition/RESULTS.json,8101,208094,0.6968829332413471,,,,192193,186,0.0009677771823115306,Author benign flow labels,35,0.9142857142857143,0.9142857142857143,0.04915514592933948,3,3442,0.6751888436955259,0.9875072632190587,0.7556494878881482,43,,,,roles_first,208094,1709,5072.0,186,3,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0046,PX081,UNRAVELED,wrong_host_history,,history_first,2,False,8101,,46,px081_evidence_acquisition/RESULTS.json,8101,208094,0.6825250728086916,,,,192193,8,4.162482504565723e-05,Author benign flow labels,35,0.0,0.0,0.0,35,3442,0.6682161533991865,0.6682161533991865,0.7705192629815746,1142,,,,history_first,208094,2042,5573.0,8,35,1142,0,2.0,0.75,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0047,PX081,UNRAVELED,wrong_host_history,,random,2,False,8101,,47,px081_evidence_acquisition/RESULTS.json,8101,208094,0.6972496135636599,,,,192193,89,0.00046307617863293666,Author benign flow labels,35,0.5428571428571428,0.5428571428571429,0.05588235294117647,16,3442,0.6711214410226612,0.8312027890761186,0.7626279300099043,581,,,,random,208094,1884,5328.0,89,16,1132,0,1.4997501373291016,0.4998750686645508,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0048,PX081,UNRAVELED,wrong_host_history,,entropy,2,False,8101,,48,px081_evidence_acquisition/RESULTS.json,8101,208094,0.6862861074166249,,,,192193,38,0.00019771791896687184,Author benign flow labels,35,0.2,0.19999999999999996,0.012488849241748439,28,3442,0.6737361998837885,0.9764671702498547,0.7703039362232187,81,,,,entropy,208094,2045,5498.0,38,28,1123,0,1.8587417602539062,0.6813879609107971,0.991931530942747,0.991931530942747,0.991931530942747,,,,,,,,,,,,,,
PX081-0049,PX081,UNRAVELED,wrong_host_history,,harm,2,False,8101,,49,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7292732054846669,,,,192193,62,0.00032259239410384354,Author benign flow labels,35,0.2857142857142857,0.2857142857142857,0.18518518518518517,25,3442,0.6711214410226612,0.6717024985473562,0.769615192403798,1130,,,,harm,208094,2016,5487.0,62,25,1132,0,1.941310167312622,0.7234242558479309,0.9889232750583871,0.9889232750583871,0.9889232750583871,,,,,,,,,,,,,,
PX081-0050,PX081,UNRAVELED,wrong_host_history,,none,3,False,8101,,50,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7521907441823421,,,,192193,167,0.0008689182228280947,Author benign flow labels,35,0.8,0.8,0.2731707317073171,7,3442,0.6751888436955259,0.6751888436955258,0.7555266579973993,1118,,,,none,208094,1693,5068.0,167,7,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0051,PX081,UNRAVELED,wrong_host_history,,roles_first,3,False,8101,,51,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7483019929933363,,,,192193,35,0.00018210860957475038,Author benign flow labels,35,0.2857142857142857,0.2857142857142857,0.24390243902439024,25,3442,0.6690877396862289,0.6696687972109239,0.7706207127321398,1137,,,,roles_first,208094,1631,5123.0,35,25,1139,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0052,PX081,UNRAVELED,wrong_host_history,,history_first,3,False,8101,,52,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7483019929933363,,,,192193,35,0.00018210860957475038,Author benign flow labels,35,0.2857142857142857,0.2857142857142857,0.24390243902439024,25,3442,0.6690877396862289,0.6696687972109239,0.7706207127321398,1137,,,,history_first,208094,1631,5123.0,35,25,1139,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0053,PX081,UNRAVELED,wrong_host_history,,random,3,False,8101,,53,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7483019929933363,,,,192193,35,0.00018210860957475038,Author benign flow labels,35,0.2857142857142857,0.2857142857142857,0.24390243902439024,25,3442,0.6690877396862289,0.6696687972109239,0.7706207127321398,1137,,,,random,208094,1631,5123.0,35,25,1139,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0054,PX081,UNRAVELED,wrong_host_history,,entropy,3,False,8101,,54,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7412886041839155,,,,192193,39,0.000202921022097579,Author benign flow labels,35,0.2571428571428571,0.2571428571428571,0.21686746987951808,26,3442,0.6737361998837885,0.6737361998837885,0.7703039362232187,1123,,,,entropy,208094,1638,5085.0,39,26,1123,0,2.155078887939453,0.7842429280281067,0.991931530942747,1.1731861562563073,1.1731861562563073,,,,,,,,,,,,,,
PX081-0055,PX081,UNRAVELED,wrong_host_history,,harm,3,False,8101,,55,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7310419326853449,,,,192193,57,0.0002965768784503078,Author benign flow labels,35,0.2857142857142857,0.2857142857142857,0.19230769230769232,25,3442,0.6699593259732713,0.6705403834979663,0.769949916527546,1134,,,,harm,208094,2023,5506.0,57,25,1136,0,2.031663656234741,0.7547791004180908,0.9889232750583871,1.0442107893548107,1.0442107893548107,,,,,,,,,,,,,,
PX081-0056,PX081,UNRAVELED,wrong_host_history,,full_context_reference,,True,8101,,56,px081_evidence_acquisition/RESULTS.json,8101,208094,0.7483019929933363,,,,192193,35,0.00018210860957475038,Author benign flow labels,35,0.2857142857142857,0.2857142857142857,0.24390243902439024,25,3442,0.6690877396862289,0.6696687972109239,0.7706207127321398,1137,,,,full_context_reference,208094,1631,5123.0,35,25,1139,0,3.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0057,PX081,UNRAVELED,clean,,none,1,False,8102,,57,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7546027544278117,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.28272251308900526,8,3442,0.6748983149331784,0.6748983149331784,0.7563079928373758,1119,,,,none,208094,1691,5072.0,158,8,1119,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0058,PX081,UNRAVELED,clean,,roles_first,1,False,8102,,58,px081_evidence_acquisition/RESULTS.json,8102,208094,0.695310505396591,,,,192193,170,0.0008845275322202161,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.042789223454833596,8,3442,0.6748983149331784,0.9822777454968041,0.7561848958333334,61,,,,roles_first,208094,1700,5081.0,170,8,1119,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0059,PX081,UNRAVELED,clean,,history_first,1,False,8102,,59,px081_evidence_acquisition/RESULTS.json,8102,208094,0.695310505396591,,,,192193,170,0.0008845275322202161,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.042789223454833596,8,3442,0.6748983149331784,0.9822777454968041,0.7561848958333334,61,,,,history_first,208094,1700,5081.0,170,8,1119,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0060,PX081,UNRAVELED,clean,,random,1,False,8102,,60,px081_evidence_acquisition/RESULTS.json,8102,208094,0.695310505396591,,,,192193,170,0.0008845275322202161,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.042789223454833596,8,3442,0.6748983149331784,0.9822777454968041,0.7561848958333334,61,,,,random,208094,1700,5081.0,170,8,1119,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0061,PX081,UNRAVELED,clean,,entropy,1,False,8102,,61,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6954470890471685,,,,192193,171,0.0008897306353509233,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.04285714285714286,8,3442,0.6748983149331784,0.9816966879721092,0.7566775244299674,63,,,,entropy,208094,1700,5081.0,171,8,1119,0,0.7653945088386536,0.1913486272096634,0.7653944851845801,0.7653944851845801,0.7653944851845801,,,,,,,,,,,,,,
PX081-0062,PX081,UNRAVELED,clean,,harm,1,False,8102,,62,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7531554811925733,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.27692307692307694,8,3442,0.6748983149331784,0.6760604299825683,0.7563079928373758,1115,,,,harm,208094,1691,5072.0,158,8,1119,0,0.9436408281326294,0.23591020703315735,0.9436408546137803,0.9436408546137803,0.9436408546137803,,,,,,,,,,,,,,
PX081-0063,PX081,UNRAVELED,clean,,none,2,False,8102,,63,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7546027544278117,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.28272251308900526,8,3442,0.6748983149331784,0.6748983149331784,0.7563079928373758,1119,,,,none,208094,1691,5072.0,158,8,1119,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0064,PX081,UNRAVELED,clean,,roles_first,2,False,8102,,64,px081_evidence_acquisition/RESULTS.json,8102,208094,0.695310505396591,,,,192193,170,0.0008845275322202161,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.042789223454833596,8,3442,0.6748983149331784,0.9822777454968041,0.7561848958333334,61,,,,roles_first,208094,1700,5081.0,170,8,1119,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0065,PX081,UNRAVELED,clean,,history_first,2,False,8102,,65,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7504994819122389,,,,192193,77,0.00040063894106445085,Author benign flow labels,35,0.45714285714285713,0.4571428571428572,0.25806451612903225,19,3442,0.6722835560720511,0.6725740848343986,0.7628152299324213,1127,,,,history_first,208094,1602,5043.0,77,19,1128,0,2.0,0.75,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0066,PX081,UNRAVELED,clean,,random,2,False,8102,,66,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7028915181280344,,,,192193,120,0.0006243723756848584,Author benign flow labels,35,0.6857142857142857,0.6857142857142857,0.07090103397341212,11,3442,0.6731551423590936,0.8224869262056944,0.7591743119266054,611,,,,random,208094,1650,5058.0,120,11,1125,0,1.4998942613601685,0.49994713068008423,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0067,PX081,UNRAVELED,clean,,entropy,2,False,8102,,67,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6935669155012326,,,,192193,77,0.00040063894106445085,Author benign flow labels,35,0.45714285714285713,0.4571428571428572,0.027280477408354646,19,3442,0.6722835560720511,0.9773387565368972,0.7630667765869744,78,,,,entropy,208094,1600,5041.0,77,19,1128,0,0.8651522994041443,0.23059290647506714,0.8079329533768393,0.8079329533768393,0.8079329533768392,,,,,,,,,,,,,,
PX081-0068,PX081,UNRAVELED,clean,,harm,2,False,8102,,68,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7479692858975893,,,,192193,97,0.0005047010036785939,Author benign flow labels,35,0.45714285714285713,0.4571428571428572,0.25196850393700787,19,3442,0.6722835560720511,0.6731551423590936,0.7593109105824446,1125,,,,harm,208094,1629,5070.0,97,19,1128,0,1.0671043395996094,0.2855440378189087,0.9920324468749699,0.9920324468749699,0.99203244687497,,,,,,,,,,,,,,
PX081-0069,PX081,UNRAVELED,clean,,none,3,False,8102,,69,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7546027544278117,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.28272251308900526,8,3442,0.6748983149331784,0.6748983149331784,0.7563079928373758,1119,,,,none,208094,1691,5072.0,158,8,1119,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0070,PX081,UNRAVELED,clean,,roles_first,3,False,8102,,70,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6982660077073342,,,,192193,128,0.0006659972007305156,Author benign flow labels,35,0.6571428571428571,0.6571428571428571,0.04159132007233273,12,3442,0.6719930273097037,0.9407321324811156,0.7665285832642916,204,,,,roles_first,208094,1610,5033.0,128,12,1129,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0071,PX081,UNRAVELED,clean,,history_first,3,False,8102,,71,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6982660077073342,,,,192193,128,0.0006659972007305156,Author benign flow labels,35,0.6571428571428571,0.6571428571428571,0.04159132007233273,12,3442,0.6719930273097037,0.9407321324811156,0.7665285832642916,204,,,,history_first,208094,1610,5033.0,128,12,1129,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0072,PX081,UNRAVELED,clean,,random,3,False,8102,,72,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6982660077073342,,,,192193,128,0.0006659972007305156,Author benign flow labels,35,0.6571428571428571,0.6571428571428571,0.04159132007233273,12,3442,0.6719930273097037,0.9407321324811156,0.7665285832642916,204,,,,random,208094,1610,5033.0,128,12,1129,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0073,PX081,UNRAVELED,clean,,entropy,3,False,8102,,73,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6967315092878479,,,,192193,119,0.0006191692725541513,Author benign flow labels,35,0.6285714285714286,0.6285714285714286,0.040145985401459854,13,3442,0.6722835560720511,0.9410226612434631,0.7631926121372031,203,,,,entropy,208094,1634,5057.0,119,13,1128,0,2.092607259750366,0.6903226375579834,0.8079329533768393,1.4239238036656512,1.4239238036656512,,,,,,,,,,,,,,
PX081-0074,PX081,UNRAVELED,clean,,harm,3,False,8102,,74,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6959119888535089,,,,192193,146,0.0007596530570832445,Author benign flow labels,35,0.6571428571428571,0.6571428571428571,0.04170444242973708,12,3442,0.6719930273097037,0.9401510749564207,0.7589827727645612,206,,,,harm,208094,1670,5093.0,146,12,1129,0,2.9499313831329346,0.9827085137367249,0.9920324468749699,1.9690284198487222,1.9690284198487222,,,,,,,,,,,,,,
PX081-0075,PX081,UNRAVELED,clean,,full_context_reference,,True,8102,,75,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6982660077073342,,,,192193,128,0.0006659972007305156,Author benign flow labels,35,0.6571428571428571,0.6571428571428571,0.04159132007233273,12,3442,0.6719930273097037,0.9407321324811156,0.7665285832642916,204,,,,full_context_reference,208094,1610,5033.0,128,12,1129,0,3.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0076,PX081,UNRAVELED,delayed_unavailable,,none,1,False,8102,,76,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7546027544278117,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.28272251308900526,8,3442,0.6748983149331784,0.6748983149331784,0.7563079928373758,1119,,,,none,208094,1691,5072.0,158,8,1119,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0077,PX081,UNRAVELED,delayed_unavailable,,roles_first,1,False,8102,,77,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6990519731996707,,,,192193,164,0.0008533089134359732,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.05895196506550218,8,3442,0.6748983149331784,0.8834979662986635,0.7559388219980475,401,,,,roles_first,208094,1696,5077.0,164,8,1119,0,1.0,0.6001326441764832,1.0,1.0,0.6814852903014984,,,,,,,,,,,,,,
PX081-0078,PX081,UNRAVELED,delayed_unavailable,,history_first,1,False,8102,,78,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6990519731996707,,,,192193,164,0.0008533089134359732,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.05895196506550218,8,3442,0.6748983149331784,0.8834979662986635,0.7559388219980475,401,,,,history_first,208094,1696,5077.0,164,8,1119,0,1.0,0.6001326441764832,1.0,1.0,0.6814852903014984,,,,,,,,,,,,,,
PX081-0079,PX081,UNRAVELED,delayed_unavailable,,random,1,False,8102,,79,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6990519731996707,,,,192193,164,0.0008533089134359732,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.05895196506550218,8,3442,0.6748983149331784,0.8834979662986635,0.7559388219980475,401,,,,random,208094,1696,5077.0,164,8,1119,0,1.0,0.6001326441764832,1.0,1.0,0.6814852903014984,,,,,,,,,,,,,,
PX081-0080,PX081,UNRAVELED,delayed_unavailable,,entropy,1,False,8102,,80,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6992037537591429,,,,192193,165,0.0008585120165666804,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.05908096280087528,8,3442,0.6748983149331784,0.8829169087739687,0.7564311299251059,403,,,,entropy,208094,1696,5077.0,165,8,1119,0,0.7653945088386536,0.4594125747680664,0.7653944851845801,0.7653944851845801,0.5209136255730583,,,,,,,,,,,,,,
PX081-0081,PX081,UNRAVELED,delayed_unavailable,,harm,1,False,8102,,81,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7535116943711904,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.27835051546391754,8,3442,0.6748983149331784,0.6757699012202207,0.7563079928373758,1116,,,,harm,208094,1691,5072.0,158,8,1119,0,0.9436408281326294,0.5662392973899841,0.9436408546137803,0.9436408546137803,0.6430747642892155,,,,,,,,,,,,,,
PX081-0082,PX081,UNRAVELED,delayed_unavailable,,none,2,False,8102,,82,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7546027544278117,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.28272251308900526,8,3442,0.6748983149331784,0.6748983149331784,0.7563079928373758,1119,,,,none,208094,1691,5072.0,158,8,1119,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0083,PX081,UNRAVELED,delayed_unavailable,,roles_first,2,False,8102,,83,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6990519731996707,,,,192193,164,0.0008533089134359732,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.05895196506550218,8,3442,0.6748983149331784,0.8834979662986635,0.7559388219980475,401,,,,roles_first,208094,1696,5077.0,164,8,1119,0,1.0,0.6001326441764832,1.0,1.0,0.6814852903014984,,,,,,,,,,,,,,
PX081-0084,PX081,UNRAVELED,delayed_unavailable,,history_first,2,False,8102,,84,px081_evidence_acquisition/RESULTS.json,8102,208094,0.755013902072131,,,,192193,130,0.00067640340699193,Author benign flow labels,35,0.6857142857142857,0.6857142857142857,0.2807017543859649,11,3442,0.6743172574084835,0.6743172574084835,0.7593652870930803,1121,,,,history_first,208094,1658,5054.0,130,11,1121,0,2.0,1.0994575023651123,1.0,1.0,0.3897661633684777,,,,,,,,,,,,,,
PX081-0085,PX081,UNRAVELED,delayed_unavailable,,random,2,False,8102,,85,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7080515119558188,,,,192193,148,0.0007700592633446587,Author benign flow labels,35,0.7142857142857143,0.7142857142857143,0.09363295880149813,10,3442,0.6743172574084835,0.7754212667054039,0.7578775510204082,773,,,,random,208094,1678,5071.0,148,10,1121,0,1.4998942613601685,0.8499716520309448,1.0,1.0,0.5364450680942267,,,,,,,,,,,,,,
PX081-0086,PX081,UNRAVELED,delayed_unavailable,,entropy,2,False,8102,,86,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6989163049298642,,,,192193,130,0.00067640340699193,Author benign flow labels,35,0.6857142857142857,0.6857142857142857,0.05429864253393665,11,3442,0.6743172574084835,0.8814642649622313,0.7594895287958116,408,,,,entropy,208094,1657,5053.0,130,11,1121,0,0.8651090264320374,0.5134266018867493,0.8079329533768393,0.8079329533768393,0.5332974521129874,,,,,,,,,,,,,,
PX081-0087,PX081,UNRAVELED,delayed_unavailable,,harm,2,False,8102,,87,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7541071881454304,,,,192193,139,0.0007232313351682943,Author benign flow labels,35,0.6857142857142857,0.6857142857142857,0.27906976744186046,11,3442,0.6743172574084835,0.6746077861708308,0.7576301615798923,1120,,,,harm,208094,1671,5067.0,139,11,1121,0,1.0642017126083374,0.6309600472450256,0.9920324468749699,0.9920324468749699,0.6546752909742712,,,,,,,,,,,,,,
PX081-0088,PX081,UNRAVELED,delayed_unavailable,,none,3,False,8102,,88,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7546027544278117,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.28272251308900526,8,3442,0.6748983149331784,0.6748983149331784,0.7563079928373758,1119,,,,none,208094,1691,5072.0,158,8,1119,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0089,PX081,UNRAVELED,delayed_unavailable,,roles_first,3,False,8102,,89,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6998344196212576,,,,192193,156,0.000811684088390316,Author benign flow labels,35,0.7428571428571429,0.7428571428571429,0.058426966292134834,9,3442,0.674607786170831,0.8765252760023242,0.7588235294117647,425,,,,roles_first,208094,1673,5060.0,156,9,1120,0,2.198641061782837,1.2580000162124634,1.0,1.5993204993896988,0.914538621968918,,,,,,,,,,,,,,
PX081-0090,PX081,UNRAVELED,delayed_unavailable,,history_first,3,False,8102,,90,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7131463253706039,,,,192193,140,0.0007284344382990015,Author benign flow labels,35,0.7142857142857143,0.7142857142857143,0.111358574610245,10,3442,0.6743172574084835,0.7518884369552585,0.7602358336062889,854,,,,history_first,208094,1659,5052.0,140,10,1121,0,2.60094952583313,1.4597225189208984,1.0,1.600949570867012,0.6790729189693119,,,,,,,,,,,,,,
PX081-0091,PX081,UNRAVELED,delayed_unavailable,,random,3,False,8102,,91,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7038367856498291,,,,192193,148,0.0007700592633446587,Author benign flow labels,35,0.7142857142857143,0.7142857142857143,0.07418397626112759,10,3442,0.6743172574084835,0.8152237071470075,0.7594895287958116,636,,,,random,208094,1665,5058.0,148,10,1121,0,2.399160861968994,1.3585134744644165,1.0,1.6001326323680645,0.7969859774909416,,,,,,,,,,,,,,
PX081-0092,PX081,UNRAVELED,delayed_unavailable,,entropy,3,False,8102,,92,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6996925802519302,,,,192193,136,0.000707622025776173,Author benign flow labels,35,0.7142857142857143,0.7142857142857143,0.05747126436781609,10,3442,0.6743172574084835,0.8753631609529343,0.7594895287958116,429,,,,entropy,208094,1662,5055.0,136,10,1121,0,1.458763837814331,0.8390955328941345,0.8079329533768393,1.1071102482531934,0.6503214893269388,,,,,,,,,,,,,,
PX081-0093,PX081,UNRAVELED,delayed_unavailable,,harm,3,False,8102,,93,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7194191135259651,,,,192193,149,0.0007752623664753659,Author benign flow labels,35,0.7142857142857143,0.7142857142857143,0.1400560224089636,10,3442,0.6743172574084835,0.725159790819291,0.7575065274151436,946,,,,harm,208094,1681,5074.0,149,10,1121,0,2.1555306911468506,1.23141348361969,0.9920324468749699,1.5533124453372034,0.8762290118888579,,,,,,,,,,,,,,
PX081-0094,PX081,UNRAVELED,delayed_unavailable,,full_context_reference,,True,8102,,94,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6982660077073342,,,,192193,128,0.0006659972007305156,Author benign flow labels,35,0.6571428571428571,0.6571428571428571,0.04159132007233273,12,3442,0.6719930273097037,0.9407321324811156,0.7665285832642916,204,,,,full_context_reference,208094,1610,5033.0,128,12,1129,0,3.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,
PX081-0095,PX081,UNRAVELED,wrong_host_history,,none,1,False,8102,,95,px081_evidence_acquisition/RESULTS.json,8102,208094,0.7546027544278117,,,,192193,158,0.0008220902946517302,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.28272251308900526,8,3442,0.6748983149331784,0.6748983149331784,0.7563079928373758,1119,,,,none,208094,1691,5072.0,158,8,1119,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PX081-0096,PX081,UNRAVELED,wrong_host_history,,roles_first,1,False,8102,,96,px081_evidence_acquisition/RESULTS.json,8102,208094,0.695310505396591,,,,192193,170,0.0008845275322202161,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.042789223454833596,8,3442,0.6748983149331784,0.9822777454968041,0.7561848958333334,61,,,,roles_first,208094,1700,5081.0,170,8,1119,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0097,PX081,UNRAVELED,wrong_host_history,,history_first,1,False,8102,,97,px081_evidence_acquisition/RESULTS.json,8102,208094,0.695310505396591,,,,192193,170,0.0008845275322202161,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.042789223454833596,8,3442,0.6748983149331784,0.9822777454968041,0.7561848958333334,61,,,,history_first,208094,1700,5081.0,170,8,1119,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0098,PX081,UNRAVELED,wrong_host_history,,random,1,False,8102,,98,px081_evidence_acquisition/RESULTS.json,8102,208094,0.695310505396591,,,,192193,170,0.0008845275322202161,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.042789223454833596,8,3442,0.6748983149331784,0.9822777454968041,0.7561848958333334,61,,,,random,208094,1700,5081.0,170,8,1119,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,
PX081-0099,PX081,UNRAVELED,wrong_host_history,,entropy,1,False,8102,,99,px081_evidence_acquisition/RESULTS.json,8102,208094,0.6954470890471685,,,,192193,171,0.0008897306353509233,Author benign flow labels,35,0.7714285714285715,0.7714285714285715,0.04285714285714286,8,3442,0.6748983149331784,0.9816966879721092,0.7566775244299674,63,,,,entropy,208094,1700,5081.0,171,8,1119,0,0.7653945088386536,0.1913486272096634,0.7653944851845801,0.7653944851845801,0.7653944851845801,,,,,,,,,,,,,,
