study,dataset,condition,view,arm,budget,reference_only,n_views,mean_definition,rows,macro_f1,stage_weighted_error,normal_false_attacks,movement_any_attack_recall,negative_support,negative_flags,negative_flag_rate,movement_support,movement_exact_recall,movement_warning_recall,movement_f1,movement_missed_warning_count,exfiltration_support,exfiltration_exact_recall,exfiltration_warning_recall,exfiltration_f1,exfiltration_missed_warning_count,context_selected_fraction,selected_context_harm_count,selected_context_help_count,n,errors,weighted_error_total,benign_false_alerts,movement_missed,exfiltration_missed,movement_as_exfiltration,mean_spend,mean_elapsed,query_rate,mean_queries,mean_delivered,seconds,normal_false_attack_rate,test_rows_with_current_fingerprint_in_training,training_rows_ending_after_first_test_start,positive,precision,recall,f1,ap,roc_auc,other_label_flags,other_label_flag_rate,target_cost_error
PX080,UNRAVELED,missing_half,,confidence_gate,,False,3,three fits on same evaluation events,208094,0.7591736469597878,0.02489580029537933,54.333333333333336,0.4476190476190476,192193,54.333333333333336,0.000282701936768422,35,0.4476190476190476,0.44761904761904764,0.2988540817310643,19.333333333333332,3442,0.6732519852798761,0.674026728646136,0.7643384099696577,1122,0.6697293851176231,190,103.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_half,,ordinary_gate,,False,3,three fits on same evaluation events,208094,0.7598283622652467,0.024131722522834232,74.33333333333333,0.5238095238095238,192193,74.33333333333333,0.0003867639993825651,35,0.5238095238095238,0.5238095238095238,0.296924762414329,16.666666666666668,3442,0.6729614565175286,0.6751888436955259,0.7611998131786163,1118,0.003474391380818284,18.666666666666668,86,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_half,,stage_harm_gate,,False,3,three fits on same evaluation events,208094,0.7560907246830761,0.02424865685699732,93.66666666666667,0.6095238095238095,192193,93.66666666666667,0.00048735732657623676,35,0.6095238095238095,0.6095238095238096,0.28218091328759326,13.666666666666666,3442,0.6717024985473562,0.6754793724578733,0.7610304625913037,1117,0.0024652320585889067,20.333333333333332,67.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_half,,context_dropout,,False,3,three fits on same evaluation events,208094,0.7594935225151218,0.024030806590611294,95,0.6285714285714286,192193,95,0.0004942947974171796,35,0.6285714285714286,0.6285714285714286,0.2955365357537757,13,3442,0.6743172574084835,0.6777067596358707,0.7609020778794754,1109.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_all,,current_roles,,False,3,three fits on same evaluation events,208094,0.754531466623646,0.024224629254087096,139.33333333333334,0.780952380952381,192193,139.33333333333334,0.0007249657028785301,35,0.780952380952381,0.780952380952381,0.2799182526229965,7.666666666666667,3442,0.6749951578539609,0.6759635870617857,0.7578172384413864,1115.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_all,,context,,False,3,three fits on same evaluation events,208094,0.4339158606772534,0.08237303013702141,0,0.0,192193,0,0.0,35,0.0,0.0,0.0,35,3442,0.667538252953709,0.6675382529537092,0.7692753885777278,1144.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_all,,fixed_fusion,,False,3,three fits on same evaluation events,208094,0.7284955544031873,0.02487177269246911,29.666666666666668,0.18095238095238095,192193,29.666666666666668,0.00015435872621097889,35,0.18095238095238095,0.18095238095238095,0.17522368342040473,28.666666666666668,3442,0.6729614565175286,0.6729614565175286,0.7641838794554938,1125.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_all,,confidence_gate,,False,3,three fits on same evaluation events,208094,0.7264841524097375,0.025852098891206217,29.666666666666668,0.18095238095238095,192193,29.666666666666668,0.00015435872621097889,35,0.18095238095238095,0.18095238095238095,0.17522368342040473,28.666666666666668,3442,0.6728646135967461,0.6728646135967461,0.7655084355831597,1126,0.638820276733912,363.3333333333333,109.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_all,,ordinary_gate,,False,3,three fits on same evaluation events,208094,0.7419282063004383,0.024315934145145945,62.333333333333336,0.3619047619047619,192193,62.333333333333336,0.00032432676181407927,35,0.3619047619047619,0.3619047619047619,0.22717384642960986,22.333333333333332,3442,0.6722835560720511,0.6722835560720511,0.7601016033257647,1128,0.00332221656238687,24,77,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_all,,stage_harm_gate,,False,3,three fits on same evaluation events,208094,0.7421718190731249,0.02448252552532349,77,0.4285714285714286,192193,77,0.00040063894106445085,35,0.4285714285714286,0.42857142857142855,0.2289440727014482,20,3442,0.6701530118148363,0.6711214410226612,0.7593612312189906,1132,0.0020695775306672306,29,62.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,missing_all,,context_dropout,,False,3,three fits on same evaluation events,208094,0.7587075046414471,0.02407886179643174,116,0.6857142857142857,192193,116,0.0006035599631620299,35,0.6857142857142857,0.6857142857142857,0.29387631374220935,11,3442,0.6749951578539609,0.6764478016656982,0.7597179084380785,1113.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,stale_5min,,current_roles,,False,3,three fits on same evaluation events,208094,0.754531466623646,0.024224629254087096,139.33333333333334,0.780952380952381,192193,139.33333333333334,0.0007249657028785301,35,0.780952380952381,0.780952380952381,0.2799182526229965,7.666666666666667,3442,0.6749951578539609,0.6759635870617857,0.7578172384413864,1115.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,stale_5min,,context,,False,3,three fits on same evaluation events,208094,0.7260845403274947,0.024195796130594825,37.666666666666664,0.21904761904761905,192193,37.666666666666664,0.00019598355125663612,35,0.21904761904761905,0.21904761904761902,0.15895379130673248,27.333333333333332,3442,0.6721867131512687,0.6782878171605655,0.7639655528638287,1107.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,stale_5min,,fixed_fusion,,False,3,three fits on same evaluation events,208094,0.7490845646173413,0.02403240843080531,67.66666666666667,0.41904761904761906,192193,67.66666666666667,0.00035207664517785076,35,0.41904761904761906,0.41904761904761906,0.25133689839572193,20.333333333333332,3442,0.6741235715669185,0.6755762153786559,0.7631846415037018,1116.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,stale_5min,,confidence_gate,,False,3,three fits on same evaluation events,208094,0.7484732839963618,0.02403401027099932,69,0.41904761904761906,192193,69,0.0003590141160187936,35,0.41904761904761906,0.41904761904761906,0.2490043796331829,20.333333333333332,3442,0.674220414487701,0.6756730582994382,0.7630850106238889,1116.3333333333333,0.6038649200201192,19.666666666666668,105.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,stale_5min,,ordinary_gate,,False,3,three fits on same evaluation events,208094,0.7455985927795219,0.024112500440506054,85,0.49523809523809526,192193,85,0.00044226376611010806,35,0.49523809523809526,0.49523809523809526,0.2377457061726353,17.666666666666668,3442,0.6729614565175286,0.6768351733488281,0.7626622030630188,1112.3333333333333,0.0019606523974742183,20.333333333333332,94.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,stale_5min,,stage_harm_gate,,False,3,three fits on same evaluation events,208094,0.7471514183632527,0.02412531516205817,113.33333333333333,0.6380952380952382,192193,113.33333333333333,0.000589685021480144,35,0.6380952380952382,0.638095238095238,0.24354823695571926,12.666666666666666,3442,0.6732519852798761,0.678772031764478,0.7630372704163503,1105.6666666666667,0.002353103245007865,14.666666666666666,68.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,stale_5min,,context_dropout,,False,3,three fits on same evaluation events,208094,0.75139934955077,0.024024399229835233,77.66666666666667,0.4857142857142857,192193,77.66666666666667,0.0004041076764849223,35,0.4857142857142857,0.48571428571428577,0.26176667233271006,18,3442,0.6739298857253535,0.6787720317644781,0.7619622759182926,1105.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,wrong_host,,current_roles,,False,3,three fits on same evaluation events,208094,0.754531466623646,0.024224629254087096,139.33333333333334,0.780952380952381,192193,139.33333333333334,0.0007249657028785301,35,0.780952380952381,0.780952380952381,0.2799182526229965,7.666666666666667,3442,0.6749951578539609,0.6759635870617857,0.7578172384413864,1115.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,wrong_host,,context,,False,3,three fits on same evaluation events,208094,0.45590531637589976,0.07928628408315473,0,0.0,192193,0,0.0,35,0.0,0.0,0.0,35,3442,0.6680224675576215,0.6680224675576215,0.7598636016340617,1142.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,wrong_host,,fixed_fusion,,False,3,three fits on same evaluation events,208094,0.7285954623918236,0.02483653220820078,32.333333333333336,0.19047619047619047,192193,32.333333333333336,0.00016823366789286463,35,0.19047619047619047,0.19047619047619047,0.17592459052004267,28.333333333333332,3442,0.6730582994383111,0.6730582994383111,0.7635381518433518,1125.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,wrong_host,,confidence_gate,,False,3,three fits on same evaluation events,208094,0.7267184361773003,0.025733562716849116,32.666666666666664,0.19047619047619047,192193,32.666666666666664,0.00016996803560310035,35,0.19047619047619047,0.19047619047619047,0.17525118984664198,28.333333333333332,3442,0.6729614565175286,0.6729614565175286,0.7652391011886363,1125.6666666666667,0.6134839703851785,338,107,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,wrong_host,,ordinary_gate,,False,3,three fits on same evaluation events,208094,0.7406445654325506,0.024312730464757914,61.666666666666664,0.35238095238095235,192193,61.666666666666664,0.0003208580263936078,35,0.35238095238095235,0.3523809523809524,0.22167849278199167,22.666666666666668,3442,0.6723803989928336,0.6723803989928336,0.7604623803485425,1127.6666666666667,0.003238920872298096,24,77.66666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,wrong_host,,stage_harm_gate,,False,3,three fits on same evaluation events,208094,0.7429890393206697,0.024477720004741445,81.33333333333333,0.44761904761904764,192193,81.33333333333333,0.0004231857212975152,35,0.44761904761904764,0.4476190476190476,0.2318817472180701,19.333333333333332,3442,0.6703466976564013,0.6713151268642262,0.7597045755976604,1131.3333333333333,0.0020551609689210965,27.666666666666668,58,,,,,,,,,,,,,,,,,,,,,,,,,
PX080,UNRAVELED,wrong_host,,context_dropout,,False,3,three fits on same evaluation events,208094,0.7589465473744798,0.024165361166908542,114.66666666666667,0.6857142857142857,192193,114.66666666666667,0.000596622492321087,35,0.6857142857142857,0.6857142857142857,0.2980719661820806,11,3442,0.6749951578539609,0.6764478016656982,0.75727952144987,1113.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,none,1,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,roles_first,1,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,history_first,1,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,random,1,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,entropy,1,False,3,three fits on same evaluation events,208094,0.7139202648980194,,,,192193,174,0.0009053399447430448,35,0.819047619047619,0.819047619047619,0.11717426626204712,6.333333333333333,3442,0.6751888436955259,0.8795274065465815,0.756675404627466,414.6666666666667,,,,208094,1695.6666666666667,5068.666666666667,174,6.333333333333333,1118,0,0.620857243736585,0.15521431093414625,0.620857240798229,0.620857240798229,0.620857240798229,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,harm,1,False,3,three fits on same evaluation events,208094,0.7500287816884934,,,,192193,169.66666666666666,0.0008827931645099804,35,0.819047619047619,0.819047619047619,0.2634603165293215,6.333333333333333,3442,0.6751888436955259,0.6782878171605656,0.7565524455411875,1107.3333333333333,,,,208094,1691,5064.0,169.66666666666666,6.333333333333333,1118,0,0.4103514055411021,0.10258785138527553,0.410351411701763,0.410351411701763,0.410351411701763,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,none,2,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,roles_first,2,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,history_first,2,False,3,three fits on same evaluation events,208094,0.7594001438208983,,,,192193,86.66666666666667,0.00045093560466128666,35,0.580952380952381,0.580952380952381,0.293248793454696,14.666666666666666,3442,0.6713151268642262,0.6717024985473562,0.7629321632901972,1130,,,,208094,1603,5041.0,86.66666666666667,14.666666666666666,1131.3333333333333,0,2.0,0.75,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,random,2,False,3,three fits on same evaluation events,208094,0.7212646893027498,,,,192193,133.66666666666666,0.0006954814518045229,35,0.7619047619047619,0.7619047619047619,0.1441529198742783,8.333333333333334,3442,0.673445671121441,0.7774549680418362,0.7595032652806338,766,,,,208094,1655,5052.0,133.66666666666666,8.333333333333334,1124,0,1.500044862429301,0.5000224312146505,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,entropy,2,False,3,three fits on same evaluation events,208094,0.7180781081415165,,,,192193,101.33333333333333,0.0005272477839116582,35,0.638095238095238,0.6380952380952382,0.12575345618413816,12.666666666666666,3442,0.6728646135967461,0.8758473755568468,0.7633067334989695,427.3333333333333,,,,208094,1609.6666666666667,5025.666666666667,101.33333333333333,12.666666666666666,1126,0,1.2820712526639302,0.4088953336079915,0.9285611310273242,0.9285611310273242,0.9285611310273242,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,harm,2,False,3,three fits on same evaluation events,208094,0.7550854821279815,,,,192193,107.33333333333333,0.0005584664026959011,35,0.6190476190476191,0.6190476190476191,0.2775563757302742,13.333333333333334,3442,0.6724772419136161,0.6732519852798761,0.7616156643831886,1124.6666666666667,,,,208094,1622.3333333333333,5044.333333333333,107.33333333333333,13.333333333333334,1127.3333333333333,0,1.0296532784899075,0.34411892108619213,0.6828308360644708,0.6828308360644708,0.6828308360644709,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,none,3,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,roles_first,3,False,3,three fits on same evaluation events,208094,0.7153458809801303,,,,192193,115.33333333333333,0.0006000912277415583,35,0.6857142857142857,0.6857142857142857,0.11369521035702283,11,3442,0.6715088127057912,0.852024017044354,0.7642061692258859,509.3333333333333,,,,208094,1615.3333333333333,5040.333333333333,115.33333333333333,11,1130.6666666666667,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,history_first,3,False,3,three fits on same evaluation events,208094,0.7153458809801303,,,,192193,115.33333333333333,0.0006000912277415583,35,0.6857142857142857,0.6857142857142857,0.11369521035702283,11,3442,0.6715088127057912,0.852024017044354,0.7642061692258859,509.3333333333333,,,,208094,1615.3333333333333,5040.333333333333,115.33333333333333,11,1130.6666666666667,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,random,3,False,3,three fits on same evaluation events,208094,0.7153458809801303,,,,192193,115.33333333333333,0.0006000912277415583,35,0.6857142857142857,0.6857142857142857,0.11369521035702283,11,3442,0.6715088127057912,0.852024017044354,0.7642061692258859,509.3333333333333,,,,208094,1615.3333333333333,5040.333333333333,115.33333333333333,11,1130.6666666666667,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,entropy,3,False,3,three fits on same evaluation events,208094,0.7148003536821165,,,,192193,111.33333333333333,0.0005792788152187298,35,0.6571428571428571,0.6571428571428571,0.11293478533409217,12,3442,0.6728646135967461,0.8518303312027891,0.7632228863499543,510,,,,208094,1618.6666666666667,5032.666666666667,111.33333333333333,12,1126,0,2.5346365769704184,0.8500405152638754,0.9285611310273242,1.6691110748027334,1.6691110748027334,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,harm,3,False,3,three fits on same evaluation events,208094,0.7379471121478345,,,,192193,122.33333333333333,0.0006365129496565085,35,0.6952380952380952,0.6952380952380952,0.20829676104590056,10.666666666666666,3442,0.6717993414681387,0.7625411582413326,0.7614753883727335,817.3333333333334,,,,208094,1635,5056.0,122.33333333333333,10.666666666666666,1129.6666666666667,0,1.717432255546252,0.5979453176259995,0.6828308360644708,1.0430830938582243,1.0430830938582243,,,,,,,,,,,,,
PX081,UNRAVELED,clean,,full_context_reference,,True,3,three fits on same evaluation events,208094,0.7153458809801303,,,,192193,115.33333333333333,0.0006000912277415583,35,0.6857142857142857,0.6857142857142857,0.11369521035702283,11,3442,0.6715088127057912,0.852024017044354,0.7642061692258859,509.3333333333333,,,,208094,1615.3333333333333,5040.333333333333,115.33333333333333,11,1130.6666666666667,0,3.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,none,1,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,roles_first,1,False,3,three fits on same evaluation events,208094,0.7167389971314031,,,,192193,173.33333333333334,0.0009018712093225733,35,0.8380952380952381,0.8380952380952381,0.12947405962043798,5.666666666666667,3442,0.6751888436955259,0.8181289947704823,0.7562645211033442,626,,,,208094,1696.6666666666667,5067.666666666667,173.33333333333334,5.666666666666667,1118,0,1.0,0.5999764601389567,1.0,1.0,0.6800564488484371,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,history_first,1,False,3,three fits on same evaluation events,208094,0.7167389971314031,,,,192193,173.33333333333334,0.0009018712093225733,35,0.8380952380952381,0.8380952380952381,0.12947405962043798,5.666666666666667,3442,0.6751888436955259,0.8181289947704823,0.7562645211033442,626,,,,208094,1696.6666666666667,5067.666666666667,173.33333333333334,5.666666666666667,1118,0,1.0,0.5999764601389567,1.0,1.0,0.6800564488484371,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,random,1,False,3,three fits on same evaluation events,208094,0.7167389971314031,,,,192193,173.33333333333334,0.0009018712093225733,35,0.8380952380952381,0.8380952380952381,0.12947405962043798,5.666666666666667,3442,0.6751888436955259,0.8181289947704823,0.7562645211033442,626,,,,208094,1696.6666666666667,5067.666666666667,173.33333333333334,5.666666666666667,1118,0,1.0,0.5999764601389567,1.0,1.0,0.6800564488484371,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,entropy,1,False,3,three fits on same evaluation events,208094,0.7167504242409214,,,,192193,169.66666666666666,0.0008827931645099804,35,0.8095238095238095,0.8095238095238095,0.12942987823495014,6.666666666666667,3442,0.6751888436955259,0.8154173929885725,0.7563876671338873,635.3333333333334,,,,208094,1694,5068.0,169.66666666666666,6.666666666666667,1118,0,0.620857243736585,0.3726224626104037,0.620857240798229,0.620857240798229,0.42211372424641425,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,harm,1,False,3,three fits on same evaluation events,208094,0.7509006520311762,,,,192193,167.66666666666666,0.0008723869582485661,35,0.8095238095238095,0.8095238095238095,0.267172021796792,6.666666666666667,3442,0.6751888436955259,0.6773193879527407,0.7563878803542627,1110.6666666666667,,,,208094,1690.6666666666667,5064.666666666667,167.66666666666666,6.666666666666667,1118,0,0.4103514055411021,0.24616719782352448,0.410351411701763,0.410351411701763,0.27949868809288114,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,none,2,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,roles_first,2,False,3,three fits on same evaluation events,208094,0.7167389971314031,,,,192193,173.33333333333334,0.0009018712093225733,35,0.8380952380952381,0.8380952380952381,0.12947405962043798,5.666666666666667,3442,0.6751888436955259,0.8181289947704823,0.7562645211033442,626,,,,208094,1696.6666666666667,5067.666666666667,173.33333333333334,5.666666666666667,1118,0,1.0,0.5999764601389567,1.0,1.0,0.6800564488484371,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,history_first,2,False,3,three fits on same evaluation events,208094,0.7546718772055211,,,,192193,135,0.0007024189226454658,35,0.7142857142857143,0.7142857142857143,0.27911318700792387,10,3442,0.6739298857253535,0.6741235715669184,0.759011814720381,1121.6666666666667,,,,208094,1655,5052.0,135,10,1122.3333333333333,0,2.0,1.1005475521087646,1.0,1.0,0.38919911193979645,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,random,2,False,3,three fits on same evaluation events,208094,0.7223446334026533,,,,192193,156.66666666666666,0.0008151528238107874,35,0.7714285714285715,0.7714285714285715,0.150772389775938,8,3442,0.674607786170831,0.7473368196784815,0.7577511715956715,869.6666666666666,,,,208094,1679,5063.0,156.66666666666666,8,1120,0,1.500044862429301,0.8502047061920166,1.0,1.0,0.5348928849462262,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,entropy,2,False,3,three fits on same evaluation events,208094,0.7187261140871193,,,,192193,143.33333333333334,0.0007457781154013587,35,0.761904761904762,0.761904761904762,0.13396268473367273,8.333333333333334,3442,0.674414100329266,0.8140615920976176,0.7591432824397556,640,,,,208094,1659.6666666666667,5046.666666666667,143.33333333333334,8.333333333333334,1120.6666666666667,0,1.2818021178245544,0.7341249386469523,0.9285611310273242,0.9285611310273242,0.5286505137101501,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,harm,2,False,3,three fits on same evaluation events,208094,0.7543892393353611,,,,192193,144.33333333333334,0.0007509812185320659,35,0.7428571428571429,0.7428571428571429,0.2786709724961529,9,3442,0.674220414487701,0.6746077861708308,0.7584296186712106,1120,,,,208094,1663.6666666666667,5054.666666666667,144.33333333333334,9,1121.3333333333333,0,1.0286136617263157,0.5828828091422716,0.6828308360644708,0.6828308360644708,0.364077452177061,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,none,3,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,roles_first,3,False,3,three fits on same evaluation events,208094,0.7171999129090268,,,,192193,160,0.0008324965009131446,35,0.8,0.8,0.12855922927548089,7,3442,0.6748014720123959,0.8128026341274452,0.758586977461569,644.3333333333334,,,,208094,1675.6666666666667,5054.666666666667,160,7,1119.3333333333333,0,2.2002909183502197,1.2596391042073567,1.0,1.6001454470896166,0.9141798097654585,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,history_first,3,False,3,three fits on same evaluation events,208094,0.7272997201387434,,,,192193,141.66666666666666,0.0007371062768501801,35,0.7523809523809524,0.7523809523809524,0.16861218453175542,8.666666666666666,3442,0.6741235715669185,0.7290335076505907,0.7594374090287482,932.6666666666666,,,,208094,1657,5048.0,141.66666666666666,8.666666666666666,1121.6666666666667,0,2.599656899770101,1.4597501754760742,1.0,1.599656885830442,0.6783392761604531,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,random,3,False,3,three fits on same evaluation events,208094,0.7201985445574235,,,,192193,153.33333333333334,0.0007978091467084303,35,0.780952380952381,0.780952380952381,0.14033591676791818,7.666666666666667,3442,0.674414100329266,0.7720317644780167,0.7590605856833567,784.6666666666666,,,,208094,1668.6666666666667,5053.666666666667,153.33333333333334,7.666666666666667,1120.6666666666667,0,2.399566173553467,1.359315554300944,1.0,1.5997017373558744,0.7961386040283077,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,entropy,3,False,3,three fits on same evaluation events,208094,0.7179660571138992,,,,192193,144,0.0007492468508218302,35,0.7523809523809524,0.7523809523809524,0.1309885431398394,8.666666666666666,3442,0.6743172574084835,0.8099941894247531,0.7591170025305769,654,,,,208094,1661,5050.0,144,8.666666666666666,1121,0,1.9456976254781086,1.1040295163790386,0.9285611310273242,1.3097430327960762,0.6862379501571405,,,,,,,,,,,,,
PX081,UNRAVELED,delayed_unavailable,,harm,3,False,3,three fits on same evaluation events,208094,0.7426522128368064,,,,192193,146.33333333333334,0.0007613874247934802,35,0.7523809523809524,0.7523809523809524,0.23142238264506293,8.666666666666666,3442,0.6743172574084835,0.6920395119116792,0.7585801262002508,1060,,,,208094,1665,5054.0,146.33333333333334,8.666666666666666,1121,0,1.4375442763169606,0.8089120835065842,0.6828308360644708,0.9011552471479235,0.45165325926424277,,,,,,,,,,,,,
