study,dataset,condition,view,arm,budget,reference_only,n_views,mean_definition,rows,macro_f1,stage_weighted_error,normal_false_attacks,movement_any_attack_recall,negative_support,negative_flags,negative_flag_rate,movement_support,movement_exact_recall,movement_warning_recall,movement_f1,movement_missed_warning_count,exfiltration_support,exfiltration_exact_recall,exfiltration_warning_recall,exfiltration_f1,exfiltration_missed_warning_count,context_selected_fraction,selected_context_harm_count,selected_context_help_count,n,errors,weighted_error_total,benign_false_alerts,movement_missed,exfiltration_missed,movement_as_exfiltration,mean_spend,mean_elapsed,query_rate,mean_queries,mean_delivered,seconds,normal_false_attack_rate,test_rows_with_current_fingerprint_in_training,training_rows_ending_after_first_test_start,positive,precision,recall,f1,ap,roc_auc,other_label_flags,other_label_flag_rate,target_cost_error
PX081,UNRAVELED,delayed_unavailable,,full_context_reference,,True,3,three fits on same evaluation events,208094,0.7153458809801303,,,,192193,115.33333333333333,0.0006000912277415583,35,0.6857142857142857,0.6857142857142857,0.11369521035702283,11,3442,0.6715088127057912,0.852024017044354,0.7642061692258859,509.3333333333333,,,,208094,1615.3333333333333,5040.333333333333,115.33333333333333,11,1130.6666666666667,0,3.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,none,1,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,roles_first,1,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,history_first,1,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,random,1,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,entropy,1,False,3,three fits on same evaluation events,208094,0.7139202648980194,,,,192193,174,0.0009053399447430448,35,0.819047619047619,0.819047619047619,0.11717426626204712,6.333333333333333,3442,0.6751888436955259,0.8795274065465815,0.756675404627466,414.6666666666667,,,,208094,1695.6666666666667,5068.666666666667,174,6.333333333333333,1118,0,0.620857243736585,0.15521431093414625,0.620857240798229,0.620857240798229,0.620857240798229,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,harm,1,False,3,three fits on same evaluation events,208094,0.7500287816884934,,,,192193,169.66666666666666,0.0008827931645099804,35,0.819047619047619,0.819047619047619,0.2634603165293215,6.333333333333333,3442,0.6751888436955259,0.6782878171605656,0.7565524455411875,1107.3333333333333,,,,208094,1691,5064.0,169.66666666666666,6.333333333333333,1118,0,0.4103514055411021,0.10258785138527553,0.410351411701763,0.410351411701763,0.410351411701763,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,none,2,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,roles_first,2,False,3,three fits on same evaluation events,208094,0.7136039098430172,,,,192193,179.66666666666666,0.0009348241958170519,35,0.8571428571428571,0.8571428571428571,0.11604757216387035,5,3442,0.6751888436955259,0.883401123377881,0.7565111950952547,401.3333333333333,,,,208094,1700.3333333333333,5069.333333333333,179.66666666666666,5,1118,0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,history_first,2,False,3,three fits on same evaluation events,208094,0.5448975871366563,,,,192193,39.666666666666664,0.00020638975751805042,35,0.2380952380952381,0.2380952380952381,0.09746588693957114,26.666666666666668,3442,0.6688940538446639,0.6688940538446639,0.7695847404191102,1139.6666666666667,,,,208094,9680.666666666666,13179.666666666666,39.666666666666664,26.666666666666668,1139.6666666666667,0,2.0,0.75,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,random,2,False,3,three fits on same evaluation events,208094,0.6577096381396493,,,,192193,110.33333333333333,0.0005740757120880226,35,0.5809523809523809,0.580952380952381,0.11688202739588811,14.666666666666666,3442,0.6721867131512687,0.7760991671508813,0.7627905120136297,770.6666666666666,,,,208094,5676,9105.0,110.33333333333333,14.666666666666666,1128.3333333333333,0,1.500044862429301,0.5000224312146505,1.0,1.0,1.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,entropy,2,False,3,three fits on same evaluation events,208094,0.5687128575432749,,,,192193,66,0.00034340480662667215,35,0.4,0.39999999999999997,0.08799959052953306,21,3442,0.6719930273097037,0.8745884175866744,0.7694177790073845,431.6666666666667,,,,208094,8929.333333333334,12379.333333333334,66,21,1129,0,1.2820712526639302,0.4088953336079915,0.9285611310273242,0.9285611310273242,0.9285611310273242,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,harm,2,False,3,three fits on same evaluation events,208094,0.6921245704844068,,,,192193,81,0.00042145135358727945,35,0.4095238095238095,0.4095238095238095,0.21557454890788225,20.666666666666668,3442,0.6708309122603138,0.6713151268642262,0.7675810442011519,1131.3333333333333,,,,208094,4654.333333333333,8115.333333333333,81,20.666666666666668,1133,0,1.0296532784899075,0.34411892108619213,0.6828308360644708,0.6828308360644708,0.6828308360644709,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,none,3,False,3,three fits on same evaluation events,208094,0.7523459120841142,,,,192193,164,0.0008533089134359732,35,0.780952380952381,0.780952380952381,0.2731026263142213,7.666666666666667,3442,0.6751888436955259,0.6751888436955259,0.7562645971066267,1118,,,,208094,1688.6666666666667,5065.666666666667,164,7.666666666666667,1118,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,roles_first,3,False,3,three fits on same evaluation events,208094,0.679345267110454,,,,192193,74,0.0003850296316723294,35,0.4380952380952381,0.4380952380952381,0.1348114665187836,19.666666666666668,3442,0.6695719542901414,0.7737749370521015,0.7687021636741558,778.6666666666666,,,,208094,4346.333333333333,7817.333333333333,74,19.666666666666668,1137.3333333333333,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,history_first,3,False,3,three fits on same evaluation events,208094,0.679345267110454,,,,192193,74,0.0003850296316723294,35,0.4380952380952381,0.4380952380952381,0.1348114665187836,19.666666666666668,3442,0.6695719542901414,0.7737749370521015,0.7687021636741558,778.6666666666666,,,,208094,4346.333333333333,7817.333333333333,74,19.666666666666668,1137.3333333333333,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,random,3,False,3,three fits on same evaluation events,208094,0.679345267110454,,,,192193,74,0.0003850296316723294,35,0.4380952380952381,0.4380952380952381,0.1348114665187836,19.666666666666668,3442,0.6695719542901414,0.7737749370521015,0.7687021636741558,778.6666666666666,,,,208094,4346.333333333333,7817.333333333333,74,19.666666666666668,1137.3333333333333,0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,entropy,3,False,3,three fits on same evaluation events,208094,0.6873353071125461,,,,192193,73,0.00037982652854162224,35,0.4,0.39999999999999997,0.12448959235635351,21,3442,0.6721867131512687,0.7752275808638389,0.7689582045225622,773.6666666666666,,,,208094,3831.6666666666665,7279.666666666667,73,21,1128.3333333333333,0,2.368698755900065,0.808556059996287,0.9285611310273242,1.5031732454243434,1.5031732454243434,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,harm,3,False,3,three fits on same evaluation events,208094,0.6763145200637498,,,,192193,87,0.0004526699723715224,35,0.4380952380952381,0.4380952380952381,0.1204282170153819,19.666666666666668,3442,0.6700561688940538,0.773678094131319,0.766622800484564,779,,,,208094,4325.333333333333,7791.333333333333,87,19.666666666666668,1135.6666666666667,0,1.7157983183860779,0.5975368532041708,0.6828308360644708,1.041449216860329,1.041449216860329,,,,,,,,,,,,,
PX081,UNRAVELED,wrong_host_history,,full_context_reference,,True,3,three fits on same evaluation events,208094,0.679345267110454,,,,192193,74,0.0003850296316723294,35,0.4380952380952381,0.4380952380952381,0.1348114665187836,19.666666666666668,3442,0.6695719542901414,0.7737749370521015,0.7687021636741558,778.6666666666666,,,,208094,4346.333333333333,7817.333333333333,74,19.666666666666668,1137.3333333333333,0,3.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,
PX082,UNRAVELED,unperturbed,current,past_only_anchor,,False,3,three fits on same evaluation events,104051,0.7364788067010649,,24,0.25925925925925924,96098,24,0.0002497450519261587,18,0.25925925925925924,0.25925925925925924,0.20911401939553714,13.333333333333334,1722,0.6724738675958188,0.6726674409601239,0.7564532002133585,563.6666666666666,,,,,,,,,,,,,,,,8.677731333339276,0.0002497450519261587,0,0,,,,,,,,,
PX082,UNRAVELED,unperturbed,current,time_mixed_anchor,,False,3,three fits on same evaluation events,104051,0.7997151288484408,,88.66666666666667,0.6111111111111112,96098,88.66666666666667,0.0009226692196160864,18,0.6111111111111112,0.6111111111111112,0.25819631748701005,7,1722,0.9872241579558653,0.9928377855207123,0.9522646095533338,12.333333333333334,,,,,,,,,,,,,,,,8.933619633355798,0.0009226692196160864,0,10010,,,,,,,,,
PX082,UNRAVELED,unperturbed,current,conventional_random,,False,3,three fits on same evaluation events,210226,0.8093271211887936,,84,0.5784313725490197,191515,84,0.00043860794193666293,34,0.5784313725490197,0.5784313725490197,0.31161326508041837,14.333333333333334,3582,0.9214591475898009,0.997394379303927,0.9403652408124733,9.333333333333334,,,,,,,,,,,,,,,,14.392437100022411,0.00043860794193666293,85232,26760,,,,,,,,,
PX082,UNRAVELED,unperturbed,current_history,past_only_anchor,,False,3,three fits on same evaluation events,104051,0.7581969382898088,,14.333333333333334,0.2962962962962963,96098,14.333333333333334,0.0001491532949003448,18,0.2962962962962963,0.29629629629629634,0.28363221431257374,12.666666666666666,1722,0.6639566395663956,0.6686024003097174,0.7670782173194394,570.6666666666666,,,,,,,,,,,,,,,,10.814370366667086,0.0001491532949003448,0,0,,,,,,,,,
PX082,UNRAVELED,unperturbed,current_history,time_mixed_anchor,,False,3,three fits on same evaluation events,104051,0.7964472694183026,,47.666666666666664,0.5740740740740741,96098,47.666666666666664,0.0004960214225755653,18,0.5740740740740741,0.5740740740740741,0.27982456140350875,7.666666666666667,1722,0.845915602013163,0.8470770421989935,0.9091734372804927,263.3333333333333,,,,,,,,,,,,,,,,11.751875333332768,0.0004960214225755653,0,10010,,,,,,,,,
PX082,UNRAVELED,unperturbed,current_history,conventional_random,,False,3,three fits on same evaluation events,210226,0.8507058359576335,,49.333333333333336,0.6470588235294118,191515,49.333333333333336,0.0002575951405024846,34,0.6470588235294118,0.6470588235294118,0.43357228195937875,12,3582,0.9747813139772938,0.9972082635399219,0.9753311609863715,10,,,,,,,,,,,,,,,,18.040574466615606,0.0002575951405024846,85232,26760,,,,,,,,,
PX083,casino,clean,,current,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,7,0.007751937984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.8674180483004013,0.960719171389486,7,0.007751937984496124,0.020652173913043477
PX083,casino,clean,,context,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,16,0.017718715393133997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.4666666666666667,0.8235294117647058,0.5957446808510638,0.8522436792934762,0.976157905022474,16,0.017718715393133997,0.030434782608695653
PX083,casino,clean,,fixed_fusion,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,8,0.008859357696566999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.6363636363636364,0.8235294117647058,0.717948717948718,0.8606314785559049,0.9711419451501531,8,0.008859357696566999,0.021739130434782608
PX083,casino,clean,,mixed_dropout,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,17,0.018826135105204873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.45161290322580644,0.8235294117647058,0.5833333333333334,0.8438442464409793,0.9693179597420364,17,0.018826135105204873,0.03152173913043478
PX083,casino,clean,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,8,0.008859357696566999,,,,,,,,,,,0.6260869565217392,,,,,,,,,,,,,,,,,,,17,0.6363636363636364,0.8235294117647058,0.717948717948718,0.8716877511874316,0.9684059670379781,8,0.008859357696566999,0.021739130434782608
PX083,casino,clean,,ordinary_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,7,0.007751937984496124,,,,,,,,,,,0.5152173913043478,,,,,,,,,,,,,,,,,,,17,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.8671529436746829,0.9682105400299655,7,0.007751937984496124,0.020652173913043477
PX083,casino,clean,,target_cost_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,16,0.017718715393133997,,,,,,,,,,,0.42934782608695654,,,,,,,,,,,,,,,,,,,17,0.4666666666666667,0.8235294117647058,0.5957446808510638,0.8579928937314336,0.9667122663018696,16,0.017718715393133997,0.030434782608695653
PX083,casino,random_25,,current,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,41.666666666666664,0.04614248800295312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.2600924499229584,0.8627450980392156,0.3996101364522417,0.7923255541241017,0.9622391592295833,41.666666666666664,0.04614248800295312,0.05543478260869565
PX083,casino,random_25,,context,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,22.333333333333332,0.024732373569582872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.38856861295885686,0.8235294117647058,0.5270733863837312,0.8027965647445479,0.9714025144941698,22.333333333333332,0.024732373569582872,0.03731884057971015
PX083,casino,random_25,,fixed_fusion,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,30.333333333333332,0.03359173126614987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.32281284606866,0.8431372549019608,0.4664612223934258,0.8056670004214288,0.9677762577899377,30.333333333333332,0.03359173126614987,0.04456521739130435
PX083,casino,random_25,,mixed_dropout,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,20.666666666666668,0.022886674049464747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.4119955804020515,0.8235294117647058,0.5468246269022352,0.8109269200431408,0.9622608733415847,20.666666666666668,0.022886674049464747,0.035507246376811595
PX083,casino,random_25,,confidence_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,30.333333333333332,0.03359173126614987,,,,,,,,,,,0.638768115942029,,,,,,,,,,,,,,,,,,,17,0.32281284606866,0.8431372549019608,0.4664612223934258,0.798791273804781,0.9652357066857751,30.333333333333332,0.03359173126614987,0.04456521739130435
PX083,casino,random_25,,ordinary_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,41.666666666666664,0.04614248800295312,,,,,,,,,,,0.5565217391304348,,,,,,,,,,,,,,,,,,,17,0.2600924499229584,0.8627450980392156,0.3996101364522417,0.802483938262698,0.9651054220137667,41.666666666666664,0.04614248800295312,0.05543478260869565
PX083,casino,random_25,,target_cost_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,22.333333333333332,0.024732373569582872,,,,,,,,,,,0.5105072463768116,,,,,,,,,,,,,,,,,,,17,0.38856861295885686,0.8235294117647058,0.5270733863837312,0.8054557436608079,0.9646928538857403,22.333333333333332,0.024732373569582872,0.03731884057971015
PX083,casino,random_50,,current,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,94.66666666666667,0.10483573274270949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.13678304732854174,0.8823529411764706,0.236779385858865,0.6548314831634112,0.9467678544285931,94.66666666666667,0.10483573274270949,0.11159420289855072
PX083,casino,random_50,,context,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,53,0.058693244739756366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.2060057014418069,0.8039215686274509,0.3274064497593909,0.7210123824901873,0.9544980783010879,53,0.058693244739756366,0.07210144927536231
PX083,casino,random_50,,fixed_fusion,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,72.33333333333333,0.08010335917312661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.1657066188702957,0.8431372549019608,0.27683145330204156,0.6933823282683246,0.9510889627168697,72.33333333333333,0.08010335917312661,0.09021739130434783
PX083,casino,random_50,,mixed_dropout,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,43,0.04761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.23816468814772943,0.7843137254901961,0.3649087893864013,0.7728078290883924,0.9556054980131587,43,0.04761904761904762,0.06268115942028986
PX083,casino,random_50,,confidence_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,72.33333333333333,0.08010335917312661,,,,,,,,,,,0.5949275362318841,,,,,,,,,,,,,,,,,,,17,0.1657066188702957,0.8431372549019608,0.27683145330204156,0.670046587095247,0.949438690204764,72.33333333333333,0.08010335917312661,0.09021739130434783
PX083,casino,random_50,,ordinary_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,94.66666666666667,0.10483573274270949,,,,,,,,,,,0.5485507246376812,,,,,,,,,,,,,,,,,,,17,0.13678304732854174,0.8823529411764706,0.236779385858865,0.7180771884729438,0.9520443836449308,94.66666666666667,0.10483573274270949,0.11159420289855072
PX083,casino,random_50,,target_cost_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,53,0.058693244739756366,,,,,,,,,,,0.5768115942028986,,,,,,,,,,,,,,,,,,,17,0.2060057014418069,0.8039215686274509,0.3274064497593909,0.7211004734275348,0.9511758191648753,53,0.058693244739756366,0.07210144927536231
PX083,casino,random_75,,current,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,150.66666666666666,0.16685123661867848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.07511993845723478,0.7254901960784313,0.1360619597745346,0.5074646208180371,0.8203265802445009,150.66666666666666,0.16685123661867848,0.18405797101449275
PX083,casino,random_75,,context,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,91,0.10077519379844961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.11349832104549086,0.6862745098039216,0.1945950015055706,0.5781356603392391,0.8252231125008143,91,0.10077519379844961,0.12210144927536232
PX083,casino,random_75,,fixed_fusion,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,114.33333333333333,0.12661498708010335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.09526427058493524,0.7058823529411765,0.16778681517572372,0.5482292587523231,0.8237682669967211,114.33333333333333,0.12661498708010335,0.1460144927536232
PX083,casino,random_75,,mixed_dropout,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,75,0.08305647840531562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.12502852952291155,0.6274509803921569,0.20835501633039435,0.5962196671459182,0.8339304714133717,75,0.08305647840531562,0.10905797101449276
PX083,casino,random_75,,confidence_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,114.33333333333333,0.12661498708010335,,,,,,,,,,,0.43333333333333335,,,,,,,,,,,,,,,,,,,17,0.09526427058493524,0.7058823529411765,0.16778681517572372,0.5256655336077364,0.821672855188587,114.33333333333333,0.12661498708010335,0.1460144927536232
PX083,casino,random_75,,ordinary_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,150.66666666666666,0.16685123661867848,,,,,,,,,,,0.44855072463768114,,,,,,,,,,,,,,,,,,,17,0.07511993845723478,0.7254901960784313,0.1360619597745346,0.5752866688370353,0.8255379671248345,150.66666666666666,0.16685123661867848,0.18405797101449275
PX083,casino,random_75,,target_cost_gate,,False,3,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,91,0.10077519379844961,,,,,,,,,,,0.5297101449275362,,,,,,,,,,,,,,,,,,,17,0.11349832104549086,0.6862745098039216,0.1945950015055706,0.5782574171628665,0.8256465376848414,91,0.10077519379844961,0.12210144927536232
PX083,casino,support_burst_60,,current,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,7,0.007751937984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.8674180483004013,0.960719171389486,7,0.007751937984496124,0.020652173913043477
PX083,casino,support_burst_60,,context,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,20,0.0221483942414175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.42857142857142855,0.8823529411764706,0.5769230769230769,0.8499592386998316,0.9646928538857403,20,0.0221483942414175,0.030434782608695653
PX083,casino,support_burst_60,,fixed_fusion,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,12,0.013289036544850499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.5555555555555556,0.8823529411764706,0.6818181818181818,0.8644181042905092,0.964953423229757,12,0.013289036544850499,0.021739130434782608
PX083,casino,support_burst_60,,mixed_dropout,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,29,0.03211517165005537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.32558139534883723,0.8235294117647058,0.4666666666666667,0.8161339207800307,0.956484919549215,29,0.03211517165005537,0.04456521739130435
PX083,casino,support_burst_60,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,12,0.013289036544850499,,,,,,,,,,,0.6032608695652174,,,,,,,,,,,,,,,,,,,17,0.5555555555555556,0.8823529411764706,0.6818181818181818,0.8581027891382543,0.9616311640935444,12,0.013289036544850499,0.021739130434782608
PX083,casino,support_burst_60,,ordinary_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,7,0.007751937984496124,,,,,,,,,,,0.5456521739130434,,,,,,,,,,,,,,,,,,,17,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.8629539081330349,0.9617614487655527,7,0.007751937984496124,0.020652173913043477
PX083,casino,support_burst_60,,target_cost_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,20,0.0221483942414175,,,,,,,,,,,0.3108695652173913,,,,,,,,,,,,,,,,,,,17,0.42857142857142855,0.8823529411764706,0.5769230769230769,0.8518473338509428,0.9590906129893817,20,0.0221483942414175,0.030434782608695653
PX083,casino,command_records_absent,,current,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,93,0.10299003322259136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.1308411214953271,0.8235294117647058,0.22580645161290322,0.671435855944523,0.9414044687642499,93,0.10299003322259136,0.11413043478260869
PX083,casino,command_records_absent,,context,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,33,0.036544850498338874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.25,0.6470588235294118,0.36065573770491804,0.6318686814605169,0.9478535600286627,33,0.036544850498338874,0.06195652173913044
PX083,casino,command_records_absent,,fixed_fusion,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,29,0.03211517165005537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.2926829268292683,0.7058823529411765,0.41379310344827586,0.6423910506560649,0.9510455344928669,29,0.03211517165005537,0.05326086956521739
PX083,casino,command_records_absent,,mixed_dropout,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,101,0.11184939091915837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.12173913043478261,0.8235294117647058,0.21212121212121213,0.6938520721519061,0.9415347534362583,101,0.11184939091915837,0.12282608695652174
PX083,casino,command_records_absent,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,29,0.03211517165005537,,,,,,,,,,,0.7608695652173914,,,,,,,,,,,,,,,,,,,17,0.2926829268292683,0.7058823529411765,0.41379310344827586,0.6722448182164213,0.9496124031007752,29,0.03211517165005537,0.05326086956521739
PX083,casino,command_records_absent,,ordinary_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,93,0.10299003322259136,,,,,,,,,,,0.6391304347826087,,,,,,,,,,,,,,,,,,,17,0.1308411214953271,0.8235294117647058,0.22580645161290322,0.6367861600787779,0.9505895381408378,93,0.10299003322259136,0.11413043478260869
PX083,casino,command_records_absent,,target_cost_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,33,0.036544850498338874,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,17,0.25,0.6470588235294118,0.36065573770491804,0.6339185205126674,0.9479512735326688,33,0.036544850498338874,0.06195652173913044
PX083,casino,delay_30_deadline_0,,current,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,93,0.10299003322259136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.1308411214953271,0.8235294117647058,0.22580645161290322,0.671435855944523,0.9414044687642499,93,0.10299003322259136,0.11413043478260869
PX083,casino,delay_30_deadline_0,,context,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,31,0.03433001107419712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.2619047619047619,0.6470588235294118,0.3728813559322034,0.6224080807189655,0.9504592534688294,31,0.03433001107419712,0.059782608695652176
PX083,casino,delay_30_deadline_0,,fixed_fusion,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,26,0.028792912513842746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.3157894736842105,0.7058823529411765,0.43636363636363634,0.6427390102461589,0.9525438082209629,26,0.028792912513842746,0.05
PX083,casino,delay_30_deadline_0,,mixed_dropout,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,96,0.10631229235880399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.12727272727272726,0.8235294117647058,0.2204724409448819,0.69192673272909,0.9426421731483291,96,0.10631229235880399,0.11739130434782609
PX083,casino,delay_30_deadline_0,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,920,,,,,903,26,0.028792912513842746,,,,,,,,,,,0.7597826086956522,,,,,,,,,,,,,,,,,,,17,0.3157894736842105,0.7058823529411765,0.43636363636363634,0.6498746375337551,0.9505569669728356,26,0.028792912513842746,0.05
