study,dataset,condition,view,arm,budget,reference_only,class,n_views,support,support_available_views,predicted_count,predicted_count_available_views,true_positive_count,true_positive_count_available_views,precision,precision_available_views,exact_recall,exact_recall_available_views,f1,f1_available_views,average_precision,average_precision_available_views,roc_auc,roc_auc_available_views,warning_recall,warning_recall_available_views,missed_warning_count,missed_warning_count_available_views,wrong_attack_stage_count,wrong_attack_stage_count_available_views
PX080,UNRAVELED,clean,,fixed_fusion,,False,LateralMovement,3,35,3,100,3,21,3,0.22126436781609196,3,0.6,3,0.31737905341279526,3,0.2236669196571035,3,0.9992192690763769,3,0.6,3,14,3,0,3
PX080,UNRAVELED,clean,,fixed_fusion,,False,DataExfiltration,3,3442,3,2640,3,2320.6666666666665,3,0.8790428673565942,3,0.674220414487701,3,0.7631263944778822,3,0.7251003693924525,3,0.9772152552186216,3,0.6753825295370908,3,1117.3333333333333,3,4,3
PX080,UNRAVELED,clean,,confidence_gate,,False,Benign,3,192193,3,193295.66666666666,3,192116,3,0.993897097522469,3,0.9995993610589355,3,0.9967400646660962,3,0.9999889373085727,3,0.9998683501363073,3,,0,,0,,0
PX080,UNRAVELED,clean,,confidence_gate,,False,OtherAttackStage,3,12424,3,12056.666666666666,3,12055.666666666666,3,0.999917058333989,3,0.9703530800600988,3,0.9849132599963413,3,0.9950090912898608,3,0.9995434195925605,3,0.9961096801888818,3,48.333333333333336,3,320,3
PX080,UNRAVELED,clean,,confidence_gate,,False,LateralMovement,3,35,3,101,3,21,3,0.21927471638330495,3,0.6,3,0.3153035489101063,3,0.17249259211606036,3,0.9985046366197866,3,0.6,3,14,3,0,3
PX080,UNRAVELED,clean,,confidence_gate,,False,DataExfiltration,3,3442,3,2640.6666666666665,3,2320.6666666666665,3,0.8788204689679526,3,0.674220414487701,3,0.7630427319696106,3,0.8655838869966919,3,0.9962863899488333,3,0.6753825295370908,3,1117.3333333333333,3,4,3
PX080,UNRAVELED,clean,,ordinary_gate,,False,Benign,3,192193,3,193277,3,192107.33333333334,3,0.9939482414018828,3,0.9995542674984694,3,0.9967433607211866,3,0.9999777673227721,3,0.9997500048722578,3,,0,,0,,0
PX080,UNRAVELED,clean,,ordinary_gate,,False,OtherAttackStage,3,12424,3,12062.666666666666,3,12060.666666666666,3,0.9998342014707862,3,0.970755526937111,3,0.9850803142968212,3,0.990860202723585,3,0.9986806132797605,3,0.9963779781068899,3,45,3,318.3333333333333,3
PX080,UNRAVELED,clean,,ordinary_gate,,False,LateralMovement,3,35,3,111.66666666666667,3,22.666666666666668,3,0.21855392708843915,3,0.6476190476190476,3,0.3195054945054945,3,0.17144925659260787,3,0.9981910808724357,3,0.6476190476190476,3,12.333333333333334,3,0,3
PX080,UNRAVELED,clean,,ordinary_gate,,False,DataExfiltration,3,3442,3,2642.6666666666665,3,2318.6666666666665,3,0.8773960411318151,3,0.673639356963006,3,0.7621340500819794,3,0.6830185139883195,3,0.9733301719361893,3,0.6768351733488281,3,1112.3333333333333,3,11,3
PX080,UNRAVELED,clean,,stage_harm_gate,,False,Benign,3,192193,3,193254.66666666666,3,192084,3,0.9939423950262051,3,0.9994328617587529,3,0.9966800415184464,3,0.9999776467748591,3,0.999748513955194,3,,0,,0,,0
PX080,UNRAVELED,clean,,stage_harm_gate,,False,OtherAttackStage,3,12424,3,12063.333333333334,3,12061.333333333334,3,0.9998342106316849,3,0.9708091865207126,3,0.9851079431877541,3,0.9908907521682838,3,0.9986837851515796,3,0.9958145524790728,3,52,3,310.6666666666667,3
PX080,UNRAVELED,clean,,stage_harm_gate,,False,LateralMovement,3,35,3,144,3,24.333333333333332,3,0.17857793793166477,3,0.6952380952380952,3,0.2796863780603618,3,0.1799859546084509,3,0.9985036295794302,3,0.6952380952380952,3,10.666666666666666,3,0,3
PX080,UNRAVELED,clean,,stage_harm_gate,,False,DataExfiltration,3,3442,3,2632,3,2315.6666666666665,3,0.8798403794288692,3,0.6727677706759636,3,0.7624888029536466,3,0.6838923545460907,3,0.9727583776906014,3,0.6780941313190006,3,1108,3,18.333333333333332,3
PX080,UNRAVELED,clean,,context_dropout,,False,Benign,3,192193,3,193292.66666666666,3,192124.33333333334,3,0.9939556313699676,3,0.9996427202516914,3,0.9967910611476535,3,0.9999872856139547,3,0.9998480842879375,3,,0,,0,,0
PX080,UNRAVELED,clean,,context_dropout,,False,OtherAttackStage,3,12424,3,12064.666666666666,3,12060.333333333334,3,0.9996410310990077,3,0.9707286971453102,3,0.9849726434063264,3,0.9958207449529034,3,0.9996344908780792,3,0.9964584674822924,3,44,3,319.6666666666667,3
PX080,UNRAVELED,clean,,context_dropout,,False,LateralMovement,3,35,3,89.33333333333333,3,18,3,0.20759865463178168,3,0.5142857142857142,3,0.2917974478540903,3,0.19640034577505128,3,0.9987217911402878,3,0.5142857142857143,3,17,3,0,3
PX080,UNRAVELED,clean,,context_dropout,,False,DataExfiltration,3,3442,3,2647.3333333333335,3,2320.3333333333335,3,0.876482233112548,3,0.6741235715669185,3,0.7620979107958206,3,0.8388570213178866,3,0.9946493777569299,3,0.6782878171605655,3,1107.3333333333333,3,14.333333333333334,3
PX080,UNRAVELED,missing_half,,current_roles,,False,Benign,3,192193,3,193214.66666666666,3,192053.66666666666,3,0.993991145962658,3,0.9992750342971215,3,0.9966260811796223,3,0.9999764141855892,3,0.9997337457612411,3,,0,,0,,0
PX080,UNRAVELED,missing_half,,current_roles,,False,OtherAttackStage,3,12424,3,12028.333333333334,3,12027.666666666666,3,0.9999445875870369,3,0.9680993775488302,3,0.9837642942505791,3,0.9909292530266371,3,0.9986822946152083,3,0.996941403734707,3,38,3,358.3333333333333,3
PX080,UNRAVELED,missing_half,,current_roles,,False,LateralMovement,3,35,3,161.33333333333334,3,27.333333333333332,3,0.17094867688553345,3,0.780952380952381,3,0.2799182526229965,3,0.1902655165268265,3,0.9989369086927953,3,0.780952380952381,3,7.666666666666667,3,0,3
PX080,UNRAVELED,missing_half,,current_roles,,False,DataExfiltration,3,3442,3,2689.6666666666665,3,2323.3333333333335,3,0.8638152935686125,3,0.6749951578539609,3,0.7578172384413864,3,0.6847752585792851,3,0.9727752193924762,3,0.6759635870617857,3,1115.3333333333333,3,3.3333333333333335,3
PX080,UNRAVELED,missing_half,,context,,False,Benign,3,192193,3,199487.66666666666,3,192164.33333333334,3,0.9632893032802419,3,0.9998508443769197,3,0.9812296096791099,3,0.9999821024166649,3,0.9997814911013293,3,,0,,0,,0
PX080,UNRAVELED,missing_half,,context,,False,OtherAttackStage,3,12424,3,5987.333333333333,3,5986,3,0.9997773138343159,3,0.481809401159047,3,0.6502516463961133,3,0.9976152506327515,3,0.9998272926935332,3,0.5032195750160978,3,6172,3,266,3
PX080,UNRAVELED,missing_half,,context,,False,LateralMovement,3,35,3,47.333333333333336,3,10.333333333333334,3,0.22202841250460298,3,0.29523809523809524,3,0.2522980444328759,3,0.1616210767527361,3,0.9958224532922094,3,0.29523809523809524,3,24.666666666666668,3,0,3
PX080,UNRAVELED,missing_half,,context,,False,DataExfiltration,3,3442,3,2571.6666666666665,3,2305.6666666666665,3,0.8965950454810817,3,0.6698624830524889,3,0.7668124462957305,3,0.7324038216244233,3,0.986463255865546,3,0.6726709277551811,3,1126.6666666666667,3,9.666666666666666,3
PX080,UNRAVELED,missing_half,,fixed_fusion,,False,Benign,3,192193,3,193417.33333333334,3,192138.66666666666,3,0.9933892979704263,3,0.9997172980632315,3,0.9965431888566105,3,0.9999813274647001,3,0.9997778028567574,3,,0,,0,,0
PX080,UNRAVELED,missing_half,,fixed_fusion,,False,OtherAttackStage,3,12424,3,11978.333333333334,3,11977.333333333334,3,0.9999165127927752,3,0.964048078986907,3,0.9816455545634694,3,0.9984475541459829,3,0.9998895998013573,3,0.9889192959862632,3,137.66666666666666,3,309,3
PX080,UNRAVELED,missing_half,,fixed_fusion,,False,LateralMovement,3,35,3,71.66666666666667,3,15.666666666666666,3,0.23047464940668824,3,0.4476190476190476,3,0.2988540817310643,3,0.20520121236182742,3,0.9976108425288706,3,0.44761904761904764,3,19.333333333333332,3,0,3
PX080,UNRAVELED,missing_half,,fixed_fusion,,False,DataExfiltration,3,3442,3,2626.6666666666665,3,2317.6666666666665,3,0.8823858360037883,3,0.6733488282006586,3,0.7638174848663488,3,0.701115285205792,3,0.9758699096171984,3,0.6741235715669185,3,1121.6666666666667,3,2.6666666666666665,3
PX080,UNRAVELED,missing_half,,confidence_gate,,False,Benign,3,192193,3,193526,3,192138.66666666666,3,0.9928325121429551,3,0.9997172980632315,3,0.9962626855445809,3,0.9999885138511196,3,0.9998629046187224,3,,0,,0,,0
PX080,UNRAVELED,missing_half,,confidence_gate,,False,OtherAttackStage,3,12424,3,11874.666666666666,3,11873.666666666666,3,0.999915762571877,3,0.9557040137368533,3,0.9772394105938483,3,0.9949195688850686,3,0.9995423883314366,3,0.9801996136509981,3,246,3,304.3333333333333,3
PX080,UNRAVELED,missing_half,,confidence_gate,,False,LateralMovement,3,35,3,71.66666666666667,3,15.666666666666666,3,0.23047464940668824,3,0.4476190476190476,3,0.2988540817310643,3,0.16623901283413095,3,0.9984457934207766,3,0.44761904761904764,3,19.333333333333332,3,0,3
PX080,UNRAVELED,missing_half,,confidence_gate,,False,DataExfiltration,3,3442,3,2621.6666666666665,3,2317.3333333333335,3,0.8839465597742562,3,0.6732519852798761,3,0.7643384099696577,3,0.7347766803627154,3,0.9869840267177056,3,0.674026728646136,3,1122,3,2.6666666666666665,3
PX080,UNRAVELED,missing_half,,ordinary_gate,,False,Benign,3,192193,3,193310,3,192118.66666666666,3,0.9938371858748074,3,0.9996132360006174,3,0.9967168306819484,3,0.9999774969597374,3,0.9997468625374016,3,,0,,0,,0
PX080,UNRAVELED,missing_half,,ordinary_gate,,False,OtherAttackStage,3,12424,3,12048,3,12046,3,0.9998340134075622,3,0.9695750160978751,3,0.9844720427860935,3,0.9908003417188335,3,0.9986741274823364,3,0.9954389353938613,3,56.666666666666664,3,321.3333333333333,3
PX080,UNRAVELED,missing_half,,ordinary_gate,,False,LateralMovement,3,35,3,92,3,18.333333333333332,3,0.22150883531258916,3,0.5238095238095238,3,0.296924762414329,3,0.16255424845762897,3,0.9976469815452988,3,0.5238095238095238,3,16.666666666666668,3,0,3
PX080,UNRAVELED,missing_half,,ordinary_gate,,False,DataExfiltration,3,3442,3,2644,3,2316.3333333333335,3,0.8760735715190981,3,0.6729614565175286,3,0.7611998131786163,3,0.6828718124329465,3,0.9731221374879947,3,0.6751888436955259,3,1118,3,7.666666666666667,3
PX080,UNRAVELED,missing_half,,stage_harm_gate,,False,Benign,3,192193,3,193291,3,192099.33333333334,3,0.9938349147105815,3,0.9995126426734238,3,0.9966656515248737,3,0.9999777672275763,3,0.9997501061464179,3,,0,,0,,0
PX080,UNRAVELED,missing_half,,stage_harm_gate,,False,OtherAttackStage,3,12424,3,12048.333333333334,3,12046.333333333334,3,0.9998340202916391,3,0.9696018458896759,3,0.9844858713285339,3,0.9908393525180437,3,0.9986772684341471,3,0.9950901481004507,3,61,3,316.6666666666667,3
PX080,UNRAVELED,missing_half,,stage_harm_gate,,False,LateralMovement,3,35,3,120.66666666666667,3,21.333333333333332,3,0.1920955796220922,3,0.6095238095238095,3,0.28218091328759326,3,0.1789563857263618,3,0.997978801342751,3,0.6095238095238096,3,13.666666666666666,3,0,3
PX080,UNRAVELED,missing_half,,stage_harm_gate,,False,DataExfiltration,3,3442,3,2634,3,2312,3,0.8777949579942718,3,0.6717024985473562,3,0.7610304625913037,3,0.6833365696402428,3,0.972743505952759,3,0.6754793724578733,3,1117,3,13,3
PX080,UNRAVELED,missing_half,,context_dropout,,False,Benign,3,192193,3,193263,3,192098,3,0.993971948318476,3,0.9995057052025829,3,0.9967311444772251,3,0.9999849388635569,3,0.9998205872900234,3,,0,,0,,0
PX080,UNRAVELED,missing_half,,context_dropout,,False,OtherAttackStage,3,12424,3,12056.666666666666,3,12054.333333333334,3,0.9998064770900009,3,0.9702457608928955,3,0.984804331950011,3,0.9948070274220828,3,0.9995125420905642,3,0.9965657866494956,3,42.666666666666664,3,327,3
PX080,UNRAVELED,missing_half,,context_dropout,,False,LateralMovement,3,35,3,115.66666666666667,3,22,3,0.19417580055877928,3,0.6285714285714286,3,0.2955365357537757,3,0.22141317152188822,3,0.9987414513145195,3,0.6285714285714286,3,13,3,0,3
PX080,UNRAVELED,missing_half,,context_dropout,,False,DataExfiltration,3,3442,3,2658.6666666666665,3,2321,3,0.8730065289127209,3,0.6743172574084835,3,0.7609020778794754,3,0.7375310718933682,3,0.9839666390078605,3,0.6777067596358707,3,1109.3333333333333,3,11.666666666666666,3
PX080,UNRAVELED,missing_all,,current_roles,,False,Benign,3,192193,3,193214.66666666666,3,192053.66666666666,3,0.993991145962658,3,0.9992750342971215,3,0.9966260811796223,3,0.9999764141855892,3,0.9997337457612411,3,,0,,0,,0
PX080,UNRAVELED,missing_all,,current_roles,,False,OtherAttackStage,3,12424,3,12028.333333333334,3,12027.666666666666,3,0.9999445875870369,3,0.9680993775488302,3,0.9837642942505791,3,0.9909292530266371,3,0.9986822946152083,3,0.996941403734707,3,38,3,358.3333333333333,3
PX080,UNRAVELED,missing_all,,current_roles,,False,LateralMovement,3,35,3,161.33333333333334,3,27.333333333333332,3,0.17094867688553345,3,0.780952380952381,3,0.2799182526229965,3,0.1902655165268265,3,0.9989369086927953,3,0.780952380952381,3,7.666666666666667,3,0,3
PX080,UNRAVELED,missing_all,,current_roles,,False,DataExfiltration,3,3442,3,2689.6666666666665,3,2323.3333333333335,3,0.8638152935686125,3,0.6749951578539609,3,0.7578172384413864,3,0.6847752585792851,3,0.9727752193924762,3,0.6759635870617857,3,1115.3333333333333,3,3.3333333333333335,3
PX080,UNRAVELED,missing_all,,context,,False,Benign,3,192193,3,205562.33333333334,3,192193,3,0.9349621681736048,3,1.0,3,0.9663880541312859,3,0.9999882579114784,3,0.9998594707320839,3,,0,,0,,0
PX080,UNRAVELED,missing_all,,context,,False,OtherAttackStage,3,12424,3,0,3,0,3,0.0,3,0.0,3,0.0,3,0.9967959235821676,3,0.999755742971302,3,0.0188345138441726,3,12190,3,234,3
PX080,UNRAVELED,missing_all,,context,,False,LateralMovement,3,35,3,0,3,0,3,0.0,3,0.0,3,0.0,3,0.15713802304027447,3,0.992495306390884,3,0.0,3,35,3,0,3
PX080,UNRAVELED,missing_all,,context,,False,DataExfiltration,3,3442,3,2531.6666666666665,3,2297.6666666666665,3,0.9076859382141547,3,0.667538252953709,3,0.7692753885777278,3,0.6979787223719265,3,0.978320172695934,3,0.6675382529537092,3,1144.3333333333333,3,0,3
PX080,UNRAVELED,missing_all,,fixed_fusion,,False,Benign,3,192193,3,193542.33333333334,3,192163.33333333334,3,0.9928756723404436,3,0.999845641273789,3,0.9963482738372345,3,0.9999821773876252,3,0.9997933829346203,3,,0,,0,,0
PX080,UNRAVELED,missing_all,,fixed_fusion,,False,OtherAttackStage,3,12424,3,11895.333333333334,3,11895.333333333334,3,1.0,3,0.9574479502039065,3,0.9782263808996158,3,0.9981186731349556,3,0.9998625925108827,3,0.9819167203262503,3,224.66666666666666,3,304,3
PX080,UNRAVELED,missing_all,,fixed_fusion,,False,LateralMovement,3,35,3,36,3,6.333333333333333,3,0.1817765567765568,3,0.18095238095238095,3,0.17522368342040473,3,0.18501228841699158,3,0.9959548562118026,3,0.18095238095238095,3,28.666666666666668,3,0,3
PX080,UNRAVELED,missing_all,,fixed_fusion,,False,DataExfiltration,3,3442,3,2620.3333333333335,3,2316.3333333333335,3,0.8840697779351062,3,0.6729614565175286,3,0.7641838794554938,3,0.6961516225390513,3,0.975507949429033,3,0.6729614565175286,3,1125.6666666666667,3,0,3
PX080,UNRAVELED,missing_all,,confidence_gate,,False,Benign,3,192193,3,193756.33333333334,3,192163.33333333334,3,0.9917827102762198,3,0.999845641273789,3,0.9957967329941905,3,0.9999887696747654,3,0.99986572704285,3,,0,,0,,0
PX080,UNRAVELED,missing_all,,confidence_gate,,False,OtherAttackStage,3,12424,3,11692.666666666666,3,11692.666666666666,3,1.0,3,0.9411354367890106,3,0.9694077576411949,3,0.9948736426957621,3,0.9995422385305088,3,0.9647188237819274,3,438.3333333333333,3,293,3
PX080,UNRAVELED,missing_all,,confidence_gate,,False,LateralMovement,3,35,3,36,3,6.333333333333333,3,0.1817765567765568,3,0.18095238095238095,3,0.17522368342040473,3,0.1640804181026976,3,0.9986570659101047,3,0.18095238095238095,3,28.666666666666668,3,0,3
PX080,UNRAVELED,missing_all,,confidence_gate,,False,DataExfiltration,3,3442,3,2609,3,2316,3,0.8878023225458578,3,0.6728646135967461,3,0.7655084355831597,3,0.6938556995859809,3,0.9785752177354918,3,0.6728646135967461,3,1126,3,0,3
PX080,UNRAVELED,missing_all,,ordinary_gate,,False,Benign,3,192193,3,193351,3,192130.66666666666,3,0.9936884979456875,3,0.999675673238186,3,0.9966730811957999,3,0.9999773859595377,3,0.9997457066376589,3,,0,,0,,0
PX080,UNRAVELED,missing_all,,ordinary_gate,,False,OtherAttackStage,3,12424,3,12028.333333333334,3,12027.666666666666,3,0.9999445875870369,3,0.9680993775488302,3,0.9837642942505791,3,0.9908195038400689,3,0.9986722815372651,3,0.9943657437218287,3,70,3,326.3333333333333,3
PX080,UNRAVELED,missing_all,,ordinary_gate,,False,LateralMovement,3,35,3,68,3,12.666666666666666,3,0.20908408408408408,3,0.3619047619047619,3,0.22717384642960986,3,0.11736401497299154,3,0.9968518545220346,3,0.3619047619047619,3,22.333333333333332,3,0,3
PX080,UNRAVELED,missing_all,,ordinary_gate,,False,DataExfiltration,3,3442,3,2646.6666666666665,3,2314,3,0.8743298259600812,3,0.6722835560720511,3,0.7601016033257647,3,0.6844021356970478,3,0.9729262055656512,3,0.6722835560720511,3,1128,3,0,3
PX080,UNRAVELED,missing_all,,stage_harm_gate,,False,Benign,3,192193,3,193343,3,192116,3,0.9936538514343389,3,0.9995993610589355,3,0.9966176781214819,3,0.9999778620458762,3,0.9997515124774707,3,,0,,0,,0
PX080,UNRAVELED,missing_all,,stage_harm_gate,,False,OtherAttackStage,3,12424,3,12028.333333333334,3,12027.666666666666,3,0.9999445875870369,3,0.9680993775488302,3,0.9837642942505791,3,0.990860186790195,3,0.9986748115618136,3,0.9939632968448164,3,75,3,321.3333333333333,3
PX080,UNRAVELED,missing_all,,stage_harm_gate,,False,LateralMovement,3,35,3,89.33333333333333,3,15,3,0.1848351584988845,3,0.4285714285714286,3,0.2289440727014482,3,0.11620366298414808,3,0.9968461784763891,3,0.42857142857142855,3,20,3,0,3
PX080,UNRAVELED,missing_all,,stage_harm_gate,,False,DataExfiltration,3,3442,3,2633.3333333333335,3,2306.6666666666665,3,0.8760234128659383,3,0.6701530118148363,3,0.7593612312189906,3,0.6831249642874625,3,0.9727079647352228,3,0.6711214410226612,3,1132,3,3.3333333333333335,3
PX080,UNRAVELED,missing_all,,context_dropout,,False,Benign,3,192193,3,193240.33333333334,3,192077,3,0.9939798633813285,3,0.9993964400368379,3,0.9966807920022626,3,0.999984520128676,3,0.9998152474095133,3,,0,,0,,0
PX080,UNRAVELED,missing_all,,context_dropout,,False,OtherAttackStage,3,12424,3,12050,3,12048,3,0.9998339858533475,3,0.96973599484868,3,0.9845550043832383,3,0.9936207976355125,3,0.9993513122775178,3,0.9968877441511054,3,38.666666666666664,3,337.3333333333333,3
PX080,UNRAVELED,missing_all,,context_dropout,,False,LateralMovement,3,35,3,129.33333333333334,3,24,3,0.187668273760989,3,0.6857142857142857,3,0.29387631374220935,3,0.20403706441927702,3,0.9990116356647004,3,0.6857142857142857,3,11,3,0,3
PX080,UNRAVELED,missing_all,,context_dropout,,False,DataExfiltration,3,3442,3,2674.3333333333335,3,2323.3333333333335,3,0.8687756612926769,3,0.6749951578539609,3,0.7597179084380785,3,0.6807254835702566,3,0.9735224123645577,3,0.6764478016656982,3,1113.6666666666667,3,5,3
PX080,UNRAVELED,stale_5min,,current_roles,,False,Benign,3,192193,3,193214.66666666666,3,192053.66666666666,3,0.993991145962658,3,0.9992750342971215,3,0.9966260811796223,3,0.9999764141855892,3,0.9997337457612411,3,,0,,0,,0
PX080,UNRAVELED,stale_5min,,current_roles,,False,OtherAttackStage,3,12424,3,12028.333333333334,3,12027.666666666666,3,0.9999445875870369,3,0.9680993775488302,3,0.9837642942505791,3,0.9909292530266371,3,0.9986822946152083,3,0.996941403734707,3,38,3,358.3333333333333,3
PX080,UNRAVELED,stale_5min,,current_roles,,False,LateralMovement,3,35,3,161.33333333333334,3,27.333333333333332,3,0.17094867688553345,3,0.780952380952381,3,0.2799182526229965,3,0.1902655165268265,3,0.9989369086927953,3,0.780952380952381,3,7.666666666666667,3,0,3
PX080,UNRAVELED,stale_5min,,current_roles,,False,DataExfiltration,3,3442,3,2689.6666666666665,3,2323.3333333333335,3,0.8638152935686125,3,0.6749951578539609,3,0.7578172384413864,3,0.6847752585792851,3,0.9727752193924762,3,0.6759635870617857,3,1115.3333333333333,3,3.3333333333333335,3
PX080,UNRAVELED,stale_5min,,context,,False,Benign,3,192193,3,193363.66666666666,3,192155.33333333334,3,0.9937509832736922,3,0.9998040164487434,3,0.9967683091733947,3,0.9999895931603316,3,0.9998744788318151,3,,0,,0,,0
PX080,UNRAVELED,stale_5min,,context,,False,OtherAttackStage,3,12424,3,12050.333333333334,3,12049.333333333334,3,0.9999170147172908,3,0.9698433140158833,3,0.984650507966023,3,0.9988295661774376,3,0.9999149482436629,3,0.9940706160120197,3,73.66666666666667,3,301,3
PX080,UNRAVELED,stale_5min,,context,,False,LateralMovement,3,35,3,65,3,7.666666666666667,3,0.1290545203588682,3,0.21904761904761905,3,0.15895379130673248,3,0.11889841044177298,3,0.997962116515027,3,0.21904761904761902,3,27.333333333333332,3,0,3
PX080,UNRAVELED,stale_5min,,context,,False,DataExfiltration,3,3442,3,2615,3,2313.6666666666665,3,0.8847750890855751,3,0.6721867131512687,3,0.7639655528638287,3,0.8565174228859754,3,0.9951343636895412,3,0.6782878171605655,3,1107.3333333333333,3,21,3
PX080,UNRAVELED,stale_5min,,fixed_fusion,,False,Benign,3,192193,3,193309.66666666666,3,192125.33333333334,3,0.9938733996431395,3,0.9996479233548221,3,0.9967522881211702,3,0.9999902311005051,3,0.9998830598126655,3,,0,,0,,0
PX080,UNRAVELED,stale_5min,,fixed_fusion,,False,OtherAttackStage,3,12424,3,12059,3,12058.666666666666,3,0.999972348956173,3,0.9705945481863061,3,0.9850644304487711,3,0.9986753468764678,3,0.9999008895122875,3,0.9961901695642842,3,47.333333333333336,3,318,3
PX080,UNRAVELED,stale_5min,,fixed_fusion,,False,LateralMovement,3,35,3,86.66666666666667,3,14.666666666666666,3,0.18888888888888888,3,0.41904761904761906,3,0.25133689839572193,3,0.18976153903247298,3,0.9990458292622583,3,0.41904761904761906,3,20.333333333333332,3,0,3
PX080,UNRAVELED,stale_5min,,fixed_fusion,,False,DataExfiltration,3,3442,3,2638.6666666666665,3,2320.3333333333335,3,0.8793634877309877,3,0.6741235715669185,3,0.7631846415037018,3,0.7239340894916552,3,0.9765044419882815,3,0.6755762153786559,3,1116.6666666666667,3,5,3
PX080,UNRAVELED,stale_5min,,confidence_gate,,False,Benign,3,192193,3,193306.66666666666,3,192124,3,0.9938819264652893,3,0.9996409858839812,3,0.996753126937602,3,0.9999868185947116,3,0.9998451763506794,3,,0,,0,,0
PX080,UNRAVELED,stale_5min,,confidence_gate,,False,OtherAttackStage,3,12424,3,12058.666666666666,3,12058.333333333334,3,0.999972348956173,3,0.9705677183945053,3,0.9850506187907739,3,0.9943766416086248,3,0.9994482650148411,3,0.9962974887314875,3,46,3,319.6666666666667,3
PX080,UNRAVELED,stale_5min,,confidence_gate,,False,LateralMovement,3,35,3,88.33333333333333,3,14.666666666666666,3,0.18684967815221507,3,0.41904761904761906,3,0.2490043796331829,3,0.1502129238763278,3,0.9981037658960749,3,0.41904761904761906,3,20.333333333333332,3,0,3
PX080,UNRAVELED,stale_5min,,confidence_gate,,False,DataExfiltration,3,3442,3,2640.3333333333335,3,2320.6666666666665,3,0.878933592453574,3,0.674220414487701,3,0.7630850106238889,3,0.8545315767299447,3,0.9957078240997603,3,0.6756730582994382,3,1116.3333333333333,3,5,3
PX080,UNRAVELED,stale_5min,,ordinary_gate,,False,Benign,3,192193,3,193284.66666666666,3,192108,3,0.9939122779393449,3,0.9995577362338899,3,0.9967269943072685,3,0.9999779735278913,3,0.9997525600133169,3,,0,,0,,0
PX080,UNRAVELED,stale_5min,,ordinary_gate,,False,OtherAttackStage,3,12424,3,12066.333333333334,3,12064.666666666666,3,0.9998618753851554,3,0.9710774844387208,3,0.9852594675751648,3,0.9909751403489374,3,0.9986864817053975,3,0.9962438291478858,3,46.666666666666664,3,312.6666666666667,3
PX080,UNRAVELED,stale_5min,,ordinary_gate,,False,LateralMovement,3,35,3,110.66666666666667,3,17.333333333333332,3,0.16547790677087285,3,0.49523809523809526,3,0.2377457061726353,3,0.13743771076735795,3,0.9977172683847233,3,0.49523809523809526,3,17.666666666666668,3,0,3
PX080,UNRAVELED,stale_5min,,ordinary_gate,,False,DataExfiltration,3,3442,3,2632.3333333333335,3,2316.3333333333335,3,0.8799558515846322,3,0.6729614565175286,3,0.7626622030630188,3,0.6841471438682368,3,0.9728092366443225,3,0.6768351733488281,3,1112.3333333333333,3,13.333333333333334,3
PX080,UNRAVELED,stale_5min,,stage_harm_gate,,False,Benign,3,192193,3,193246.66666666666,3,192079.66666666666,3,0.9939611470842339,3,0.9994103149785198,3,0.996678246777997,3,0.9999772734780751,3,0.9997440186259186,3,,0,,0,,0
PX080,UNRAVELED,stale_5min,,stage_harm_gate,,False,OtherAttackStage,3,12424,3,12067.666666666666,3,12066.333333333334,3,0.9998894989329833,3,0.9712116333977249,3,0.9853419193029442,3,0.9909791958300206,3,0.9986871433661545,3,0.9960828503970809,3,48.666666666666664,3,309,3
PX080,UNRAVELED,stale_5min,,stage_harm_gate,,False,LateralMovement,3,35,3,147.66666666666666,3,22.333333333333332,3,0.15525304292120434,3,0.6380952380952382,3,0.24354823695571926,3,0.15862669783600997,3,0.9982540666692759,3,0.638095238095238,3,12.666666666666666,3,0,3
PX080,UNRAVELED,stale_5min,,stage_harm_gate,,False,DataExfiltration,3,3442,3,2632,3,2317.3333333333335,3,0.8804808258864749,3,0.6732519852798761,3,0.7630372704163503,3,0.6839914578283388,3,0.9727684127716149,3,0.678772031764478,3,1105.6666666666667,3,19,3
PX080,UNRAVELED,stale_5min,,context_dropout,,False,Benign,3,192193,3,193282.33333333334,3,192115.33333333334,3,0.9939622065157928,3,0.9995958923235151,3,0.996771087120282,3,0.9999851842332996,3,0.9998233697389441,3,,0,,0,,0
PX080,UNRAVELED,stale_5min,,context_dropout,,False,OtherAttackStage,3,12424,3,12068.333333333334,3,12063.666666666666,3,0.9996136132444748,3,0.9709969950633183,3,0.9850973628317958,3,0.9953941586848611,3,0.9995655711390935,3,0.996512127065894,3,43.333333333333336,3,317,3
PX080,UNRAVELED,stale_5min,,context_dropout,,False,LateralMovement,3,35,3,96.66666666666667,3,17,3,0.18119222788153178,3,0.4857142857142857,3,0.26176667233271006,3,0.1645957256918357,3,0.9984928954447216,3,0.48571428571428577,3,18,3,0,3
PX080,UNRAVELED,stale_5min,,context_dropout,,False,DataExfiltration,3,3442,3,2646.6666666666665,3,2319.6666666666665,3,0.8764511130508547,3,0.6739298857253535,3,0.7619622759182926,3,0.8168918025428834,3,0.9928001619195919,3,0.6787720317644781,3,1105.6666666666667,3,16.666666666666668,3
