configuration_id,study,dataset,condition,view,arm,budget,reference_only,fit_seed,perturbation_seed,source_record_index,source_path,true_class,predicted_class,count
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,OtherAttackStage,DataExfiltration,300
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,LateralMovement,Benign,22
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,LateralMovement,OtherAttackStage,0
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,LateralMovement,LateralMovement,13
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,LateralMovement,DataExfiltration,0
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,DataExfiltration,Benign,1124
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,DataExfiltration,OtherAttackStage,1
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,DataExfiltration,LateralMovement,0
PX080-0009,PX080,UNRAVELED,missing_half,,fixed_fusion,,False,20260924,,9,px080_context_selector/results/METRICS.json,DataExfiltration,DataExfiltration,2317
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,Benign,Benign,192154
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,Benign,OtherAttackStage,0
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,Benign,LateralMovement,39
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,Benign,DataExfiltration,0
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,OtherAttackStage,Benign,142
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,OtherAttackStage,OtherAttackStage,11992
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,OtherAttackStage,LateralMovement,0
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,OtherAttackStage,DataExfiltration,290
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,LateralMovement,Benign,22
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,LateralMovement,OtherAttackStage,0
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,LateralMovement,LateralMovement,13
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,LateralMovement,DataExfiltration,0
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,DataExfiltration,Benign,1124
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,DataExfiltration,OtherAttackStage,1
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,DataExfiltration,LateralMovement,0
PX080-0010,PX080,UNRAVELED,missing_half,,confidence_gate,,False,20260924,,10,px080_context_selector/results/METRICS.json,DataExfiltration,DataExfiltration,2317
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,Benign,Benign,192154
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,Benign,OtherAttackStage,2
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,Benign,LateralMovement,36
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,Benign,DataExfiltration,1
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,OtherAttackStage,Benign,45
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,OtherAttackStage,OtherAttackStage,12049
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,OtherAttackStage,LateralMovement,0
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,OtherAttackStage,DataExfiltration,330
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,LateralMovement,Benign,22
PX080-0011,PX080,UNRAVELED,missing_half,,ordinary_gate,,False,20260924,,11,px080_context_selector/results/METRICS.json,LateralMovement,OtherAttackStage,0
