configuration_id,study,dataset,condition,view,arm,budget,reference_only,fit_seed,perturbation_seed,source_record_index,source_path,subgroup_type,subgroup_id,rows,macro_f1,stage_weighted_error,normal_false_attacks,movement_any_attack_recall,negative_support,negative_flags,negative_flag_rate,negative_definition,movement_support,movement_exact_recall,movement_warning_recall,movement_f1,movement_missed_warning_count,exfiltration_support,exfiltration_exact_recall,exfiltration_warning_recall,exfiltration_f1,exfiltration_missed_warning_count,positive,precision,recall,f1,ap,roc_auc,other_label_flags,other_label_flag_rate,target_cost_error,seed,policy,capture,n,errors,weighted_error_total,benign_false_alerts,movement_missed,exfiltration_missed,movement_as_exfiltration,mean_spend,mean_elapsed,query_rate,mean_queries,mean_delivered
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,lumieres,101,,,,,96,9,0.09375,Other author technique labels; not verified benign,,,,,,,,,,,5,0.25,0.6,0.35294117647058826,0.6397243107769424,0.9333333333333333,9,0.09375,0.16831683168316833,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,magiqua,8,,,,,8,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,magique,5,,,,,5,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,papillon,142,,,,,141,6,0.0425531914893617,Other author technique labels; not verified benign,,,,,,,,,,,1,0.0,0.0,0.0,0.01098901098901099,0.36170212765957444,6,0.0425531914893617,0.07042253521126761,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,radieusa,12,,,,,12,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,ravissant,25,,,,,23,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,2,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,seduisant,4,,,,,4,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,snoopy,112,,,,,109,2,0.01834862385321101,Other author technique labels; not verified benign,,,,,,,,,,,3,0.5,0.6666666666666666,0.5714285714285714,0.8666666666666667,0.9938837920489296,2,0.01834862385321101,0.05357142857142857,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,vacances,34,,,,,34,1,0.029411764705882353,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.029411764705882353,0.029411764705882353,,,,,,,,,,,,,,,
PX083-0029,PX083,casino,random_50,,context,,False,,20260920,29,px083_policy_transfer/results/METRICS.json,by_run,vivifiant,70,,,,,68,8,0.11764705882352941,Other author technique labels; not verified benign,,,,,,,,,,,2,0.2,1.0,0.3333333333333333,1.0,1.0,8,0.11764705882352941,0.11428571428571428,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,aeriella,3,,,,,3,1,0.3333333333333333,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,arthur,45,,,,,45,2,0.044444444444444446,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.044444444444444446,0.044444444444444446,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,eclatant,40,,,,,40,2,0.05,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.05,0.05,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,etonnant,105,,,,,103,4,0.038834951456310676,Other author technique labels; not verified benign,,,,,,,,,,,2,0.3333333333333333,1.0,0.5,1.0,1.0,4,0.038834951456310676,0.0380952380952381,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,exaltant,38,,,,,38,5,0.13157894736842105,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,5,0.13157894736842105,0.13157894736842105,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,exuberant,78,,,,,77,9,0.11688311688311688,Other author technique labels; not verified benign,,,,,,,,,,,1,0.1,1.0,0.18181818181818182,1.0,1.0,9,0.11688311688311688,0.11538461538461539,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,genereux,80,,,,,79,10,0.12658227848101267,Other author technique labels; not verified benign,,,,,,,,,,,1,0.09090909090909091,1.0,0.16666666666666666,1.0,1.0,10,0.12658227848101267,0.125,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,illusion,18,,,,,18,1,0.05555555555555555,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.05555555555555555,0.05555555555555555,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,lumieres,101,,,,,96,13,0.13541666666666666,Other author technique labels; not verified benign,,,,,,,,,,,5,0.1875,0.6,0.2857142857142857,0.6225779967159277,0.9125,13,0.13541666666666666,0.2079207920792079,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,magiqua,8,,,,,8,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,magique,5,,,,,5,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,papillon,142,,,,,141,10,0.07092198581560284,Other author technique labels; not verified benign,,,,,,,,,,,1,0.0,0.0,0.0,0.010869565217391304,0.35460992907801414,10,0.07092198581560284,0.09859154929577464,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,radieusa,12,,,,,12,1,0.08333333333333333,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,ravissant,25,,,,,23,1,0.043478260869565216,Other author technique labels; not verified benign,,,,,,,,,,,2,0.6666666666666666,1.0,0.8,1.0,1.0,1,0.043478260869565216,0.04,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,seduisant,4,,,,,4,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,snoopy,112,,,,,109,2,0.01834862385321101,Other author technique labels; not verified benign,,,,,,,,,,,3,0.6,1.0,0.75,0.8666666666666667,0.9938837920489297,2,0.01834862385321101,0.017857142857142856,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,vacances,34,,,,,34,1,0.029411764705882353,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.029411764705882353,0.029411764705882353,,,,,,,,,,,,,,,
PX083-0030,PX083,casino,random_50,,fixed_fusion,,False,,20260920,30,px083_policy_transfer/results/METRICS.json,by_run,vivifiant,70,,,,,68,9,0.1323529411764706,Other author technique labels; not verified benign,,,,,,,,,,,2,0.18181818181818182,1.0,0.3076923076923077,1.0,1.0,9,0.1323529411764706,0.12857142857142856,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,aeriella,3,,,,,3,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,arthur,45,,,,,45,2,0.044444444444444446,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.044444444444444446,0.044444444444444446,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,eclatant,40,,,,,40,1,0.025,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.025,0.025,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,etonnant,105,,,,,103,3,0.02912621359223301,Other author technique labels; not verified benign,,,,,,,,,,,2,0.4,1.0,0.5714285714285714,1.0,1.0,3,0.02912621359223301,0.02857142857142857,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,exaltant,38,,,,,38,2,0.05263157894736842,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.05263157894736842,0.05263157894736842,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,exuberant,78,,,,,77,10,0.12987012987012986,Other author technique labels; not verified benign,,,,,,,,,,,1,0.09090909090909091,1.0,0.16666666666666666,1.0,1.0,10,0.12987012987012986,0.1282051282051282,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,genereux,80,,,,,79,4,0.05063291139240506,Other author technique labels; not verified benign,,,,,,,,,,,1,0.2,1.0,0.3333333333333333,1.0,1.0,4,0.05063291139240506,0.05,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,illusion,18,,,,,18,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,lumieres,101,,,,,96,9,0.09375,Other author technique labels; not verified benign,,,,,,,,,,,5,0.25,0.6,0.35294117647058826,0.5688536953242835,0.9249999999999999,9,0.09375,0.16831683168316833,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,magiqua,8,,,,,8,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,magique,5,,,,,5,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,papillon,142,,,,,141,6,0.0425531914893617,Other author technique labels; not verified benign,,,,,,,,,,,1,0.0,0.0,0.0,0.01020408163265306,0.3120567375886525,6,0.0425531914893617,0.07042253521126761,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,radieusa,12,,,,,12,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,ravissant,25,,,,,23,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,2,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,seduisant,4,,,,,4,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,snoopy,112,,,,,109,3,0.027522935779816515,Other author technique labels; not verified benign,,,,,,,,,,,3,0.4,0.6666666666666666,0.5,0.8333333333333333,0.9908256880733946,3,0.027522935779816515,0.0625,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,vacances,34,,,,,34,1,0.029411764705882353,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.029411764705882353,0.029411764705882353,,,,,,,,,,,,,,,
PX083-0031,PX083,casino,random_50,,mixed_dropout,,False,,20260920,31,px083_policy_transfer/results/METRICS.json,by_run,vivifiant,70,,,,,68,7,0.10294117647058823,Other author technique labels; not verified benign,,,,,,,,,,,2,0.2222222222222222,1.0,0.36363636363636365,1.0,1.0,7,0.10294117647058823,0.1,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,aeriella,3,,,,,3,1,0.3333333333333333,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,arthur,45,,,,,45,2,0.044444444444444446,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.044444444444444446,0.044444444444444446,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,eclatant,40,,,,,40,2,0.05,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.05,0.05,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,etonnant,105,,,,,103,4,0.038834951456310676,Other author technique labels; not verified benign,,,,,,,,,,,2,0.3333333333333333,1.0,0.5,1.0,1.0,4,0.038834951456310676,0.0380952380952381,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,exaltant,38,,,,,38,5,0.13157894736842105,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,5,0.13157894736842105,0.13157894736842105,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,exuberant,78,,,,,77,9,0.11688311688311688,Other author technique labels; not verified benign,,,,,,,,,,,1,0.1,1.0,0.18181818181818182,1.0,1.0,9,0.11688311688311688,0.11538461538461539,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,genereux,80,,,,,79,10,0.12658227848101267,Other author technique labels; not verified benign,,,,,,,,,,,1,0.09090909090909091,1.0,0.16666666666666666,1.0,1.0,10,0.12658227848101267,0.125,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,illusion,18,,,,,18,1,0.05555555555555555,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.05555555555555555,0.05555555555555555,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,lumieres,101,,,,,96,13,0.13541666666666666,Other author technique labels; not verified benign,,,,,,,,,,,5,0.1875,0.6,0.2857142857142857,0.571256038647343,0.9291666666666667,13,0.13541666666666666,0.2079207920792079,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,magiqua,8,,,,,8,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,magique,5,,,,,5,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,papillon,142,,,,,141,10,0.07092198581560284,Other author technique labels; not verified benign,,,,,,,,,,,1,0.0,0.0,0.0,0.011235955056179775,0.375886524822695,10,0.07092198581560284,0.09859154929577464,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,radieusa,12,,,,,12,1,0.08333333333333333,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,ravissant,25,,,,,23,1,0.043478260869565216,Other author technique labels; not verified benign,,,,,,,,,,,2,0.6666666666666666,1.0,0.8,1.0,1.0,1,0.043478260869565216,0.04,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,seduisant,4,,,,,4,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,snoopy,112,,,,,109,2,0.01834862385321101,Other author technique labels; not verified benign,,,,,,,,,,,3,0.6,1.0,0.75,0.8666666666666667,0.9938837920489296,2,0.01834862385321101,0.017857142857142856,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,vacances,34,,,,,34,1,0.029411764705882353,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.029411764705882353,0.029411764705882353,,,,,,,,,,,,,,,
PX083-0032,PX083,casino,random_50,,confidence_gate,,False,,20260920,32,px083_policy_transfer/results/METRICS.json,by_run,vivifiant,70,,,,,68,9,0.1323529411764706,Other author technique labels; not verified benign,,,,,,,,,,,2,0.18181818181818182,1.0,0.3076923076923077,1.0,1.0,9,0.1323529411764706,0.12857142857142856,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,aeriella,3,,,,,3,1,0.3333333333333333,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,arthur,45,,,,,45,2,0.044444444444444446,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.044444444444444446,0.044444444444444446,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,eclatant,40,,,,,40,2,0.05,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,2,0.05,0.05,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,etonnant,105,,,,,103,7,0.06796116504854369,Other author technique labels; not verified benign,,,,,,,,,,,2,0.2222222222222222,1.0,0.36363636363636365,1.0,1.0,7,0.06796116504854369,0.06666666666666667,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,exaltant,38,,,,,38,5,0.13157894736842105,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,5,0.13157894736842105,0.13157894736842105,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,exuberant,78,,,,,77,11,0.14285714285714285,Other author technique labels; not verified benign,,,,,,,,,,,1,0.08333333333333333,1.0,0.15384615384615385,1.0,1.0,11,0.14285714285714285,0.14102564102564102,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,genereux,80,,,,,79,13,0.16455696202531644,Other author technique labels; not verified benign,,,,,,,,,,,1,0.07142857142857142,1.0,0.13333333333333333,1.0,1.0,13,0.16455696202531644,0.1625,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,illusion,18,,,,,18,1,0.05555555555555555,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.05555555555555555,0.05555555555555555,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,lumieres,101,,,,,96,14,0.14583333333333334,Other author technique labels; not verified benign,,,,,,,,,,,5,0.17647058823529413,0.6,0.2727272727272727,0.6355835240274599,0.9291666666666667,14,0.14583333333333334,0.21782178217821782,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,magiqua,8,,,,,8,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,magique,5,,,,,5,1,0.2,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.2,0.2,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,papillon,142,,,,,141,13,0.09219858156028368,Other author technique labels; not verified benign,,,,,,,,,,,1,0.0,0.0,0.0,0.011235955056179775,0.375886524822695,13,0.09219858156028368,0.11971830985915492,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,radieusa,12,,,,,12,1,0.08333333333333333,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,ravissant,25,,,,,23,1,0.043478260869565216,Other author technique labels; not verified benign,,,,,,,,,,,2,0.6666666666666666,1.0,0.8,1.0,1.0,1,0.043478260869565216,0.04,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,seduisant,4,,,,,4,0,0.0,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,0,0.0,0.0,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,snoopy,112,,,,,109,3,0.027522935779816515,Other author technique labels; not verified benign,,,,,,,,,,,3,0.5,1.0,0.6666666666666666,0.8666666666666667,0.9938837920489296,3,0.027522935779816515,0.026785714285714284,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,vacances,34,,,,,34,1,0.029411764705882353,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.029411764705882353,0.029411764705882353,,,,,,,,,,,,,,,
PX083-0033,PX083,casino,random_50,,ordinary_gate,,False,,20260920,33,px083_policy_transfer/results/METRICS.json,by_run,vivifiant,70,,,,,68,12,0.17647058823529413,Other author technique labels; not verified benign,,,,,,,,,,,2,0.14285714285714285,1.0,0.25,1.0,1.0,12,0.17647058823529413,0.17142857142857143,,,,,,,,,,,,,,,
PX083-0034,PX083,casino,random_50,,target_cost_gate,,False,,20260920,34,px083_policy_transfer/results/METRICS.json,by_run,aeriella,3,,,,,3,1,0.3333333333333333,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,
PX083-0034,PX083,casino,random_50,,target_cost_gate,,False,,20260920,34,px083_policy_transfer/results/METRICS.json,by_run,arthur,45,,,,,45,1,0.022222222222222223,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.022222222222222223,0.022222222222222223,,,,,,,,,,,,,,,
PX083-0034,PX083,casino,random_50,,target_cost_gate,,False,,20260920,34,px083_policy_transfer/results/METRICS.json,by_run,eclatant,40,,,,,40,1,0.025,Other author technique labels; not verified benign,,,,,,,,,,,0,0.0,0.0,0.0,,,1,0.025,0.025,,,,,,,,,,,,,,,
