configuration_id,study,dataset,condition,view,arm,budget,reference_only,fit_seed,perturbation_seed,source_record_index,source_path,subgroup_type,subgroup_id,class,support,predicted_count,true_positive_count,precision,exact_recall,f1,average_precision,roc_auc,ranking_metric_status,recall_supported,warning_recall,missed_warning_count,wrong_attack_stage_count,target_false_negative_count,warning_scope
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,by_capture,9,DataExfiltration,258,373,65,0.1742627345844504,0.25193798449612403,0.20602218700475436,0.15008186236796478,0.973037955555635,source reported; blank if unsupported,True,0.25193798449612403,193,0,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,by_capture,10,Benign,20461,21149,20461,0.9674689110596245,1.0,0.983465513097813,0.9999758522446709,0.9992647853151995,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,by_capture,10,OtherAttackStage,0,0,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,by_capture,10,LateralMovement,0,6,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,by_capture,10,DataExfiltration,694,0,0,0.0,0.0,0.0,0.7304279266654017,0.9951140617977521,source reported; blank if unsupported,True,0.008645533141210415,688,6,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,Benign,1576,2648,1536,0.5800604229607251,0.9746192893401016,0.7272727272727273,0.9663970279404897,0.9270600602345035,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,OtherAttackStage,0,0,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,LateralMovement,35,64,16,0.25,0.45714285714285713,0.32323232323232326,0.151418595952769,0.8567479588024975,source reported; blank if unsupported,True,0.4571428571428572,19,0,,Any non-benign predicted label
PX080-0001,PX080,UNRAVELED,clean,,context,,False,20260924,,1,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,DataExfiltration,1101,0,0,0.0,0.0,0.0,0.6377178210907475,0.7940047730436357,source reported; blank if unsupported,True,0.0072661217075385975,1093,8,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,6,Benign,62400,62399,62389,0.9998397410214908,0.9998237179487179,0.9998317294209088,0.9999997603123514,0.9999981468299846,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,6,OtherAttackStage,5780,5781,5780,0.9998270195467912,1.0,0.9999135022921892,0.9999999102022228,0.999999991974283,source reported; blank if unsupported,True,1.0,0,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,6,LateralMovement,18,21,10,0.47619047619047616,0.5555555555555556,0.5128205128205128,0.47514025736890725,0.9996576730920008,source reported; blank if unsupported,True,0.5555555555555556,8,0,,Any non-benign predicted label
