dataset,seed,scenario,drop_rate,arm,n,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,false_positives_per_10000_benign_nodes,average_precision,accuracy,predicted_positive
cadets,307,clean,0.0,gin_knn,357173,12796,217342,126985,50,0.05560142175564227,0.9961077378172194,0.10532380732887762,0.6312081248348227,6312.081248348227,0.9437853530408787,0.3913537697418338,230138
cadets,307,clean,0.0,quality_gate,357173,30,781,343546,12816,0.036991368680641186,0.002335357309668379,0.004393351394889068,0.0022681927353939715,22.681927353939713,0.03590548681187572,0.9619316129718651,811
cadets,307,clean,0.0,confidence_selector,357173,5,561,343766,12841,0.0088339222614841,0.0003892262182780632,0.0007456009543692216,0.0016292652042970781,16.29265204297078,0.03587689077732546,0.9624775668933542,566
cadets,307,clean,0.0,prior_mlp,357173,13,3950,340377,12833,0.0032803431743628564,0.0010119881675229644,0.0015467904098994587,0.011471653399239676,114.71653399239676,0.17016208291691798,0.9530115658238445,3963
cadets,307,clean,0.0,prior_gin,357173,13,3941,340386,12833,0.0032878098128477492,0.0010119881675229644,0.0015476190476190477,0.011445515454785712,114.45515454785712,0.1897191680184719,0.953036763697144,3954
cadets,307,clean,0.0,prior_isolation_forest,357173,5,3691,340636,12841,0.0013528138528138528,0.0003892262182780632,0.0006045218232378189,0.010719461442175606,107.19461442175606,0.16876446635655265,0.9537143065125303,3696
cadets,307,clean,0.0,prior_type_rarity,357173,0,85,344242,12846,0.0,0.0,0.0,0.0002468583642874361,2.4685836428743606,0.09904588993763214,0.9637962555960277,85
cadets,307,clean,0.0,prior_quality_gate,357173,13,3942,340385,12833,0.0032869785082174463,0.0010119881675229644,0.0015475269329206596,0.011448419670836154,114.48419670836152,0.1701618903481606,0.953033963933444,3955
cadets,307,clean,0.0,prior_confidence_selector,357173,13,3950,340377,12833,0.0032803431743628564,0.0010119881675229644,0.0015467904098994587,0.011471653399239676,114.71653399239676,0.17016870125787353,0.9530115658238445,3963
cadets,101,drop_0.5_mask_20260920,0.5,local_knn,357173,32,5644,338683,12814,0.005637773079633545,0.0024910477969796044,0.0034553503941259045,0.016391395388685757,163.91395388685754,0.035055376257819654,0.9483219616264388,5676
cadets,101,drop_0.5_mask_20260920,0.5,mlp_knn,357173,6474,169096,175231,6372,0.03687418123825255,0.5039701074264362,0.06872027853260869,0.491091317265274,4910.91317265274,0.03817287124133599,0.5087310630982745,175570
cadets,101,drop_0.5_mask_20260920,0.5,gin_knn,357173,6450,162226,182101,6396,0.03823899072778581,0.5021018215787015,0.07106576613303071,0.47113935299874826,4711.393529987483,0.12090755099864747,0.5278982453880893,168676
cadets,101,drop_0.5_mask_20260920,0.5,quality_gate,357173,6459,157843,186484,6387,0.03931175518252973,0.5028024287716021,0.07292207645584484,0.4584101740496679,4584.101740496679,0.03843652706100189,0.5401948075582421,164302
cadets,101,drop_0.5_mask_20260920,0.5,confidence_selector,357173,6465,157417,186910,6381,0.03944911582724155,0.5032695002335358,0.07316327916346023,0.45717297801218026,4571.729780121803,0.03929234535232813,0.5414043054766178,163882
