seed,method,domain,n,positive_rate,balanced_accuracy,balanced_error,auroc,explanation_drift,rank_spearman_to_reference,confidence_drift,feature_mean_drift,top_features
51,lime,Friday-WorkingHours-Morning,30000,0.02723333333333333,0.49998286673748416,0.5000171332625158,0.6247852208183945,0.0,0.8650227125243347,0.18766340810177398,0.12706000510048354,"[np.str_('Bwd Packet Length Std'), np.str_('Destination Port'), np.str_('Fwd Header Length'), np.str_('Init_Win_bytes_backward'), np.str_('Init_Win_bytes_forward'), np.str_('Packet Length Variance'), np.str_('Subflow Bwd Bytes'), np.str_('Subflow Bwd Packets'), np.str_('Total Backward Packets'), np.str_('min_seg_size_forward')]"
51,lime,Friday-WorkingHours-Afternoon-PortScan,30000,0.7569333333333333,0.500308261405672,0.499691738594328,0.9672226735600368,0.0,0.8788029163644692,0.1784858688651962,0.30552194417729783,"[np.str_('Bwd Packet Length Std'), np.str_('Destination Port'), np.str_('Fwd Header Length'), np.str_('Init_Win_bytes_backward'), np.str_('Init_Win_bytes_forward'), np.str_('Packet Length Variance'), np.str_('Subflow Bwd Bytes'), np.str_('Subflow Bwd Packets'), np.str_('Total Backward Packets'), np.str_('min_seg_size_forward')]"
51,lime,Friday-WorkingHours-Afternoon-DDos,30000,0.5954666666666667,0.9983486341244963,0.0016513658755037408,0.9998049101155702,0.33333333333333337,0.8541054319196855,0.232705938693866,0.4050684295081501,"[np.str_('Bwd Packet Length Max'), np.str_('Bwd Packet Length Std'), np.str_('Destination Port'), np.str_('Init_Win_bytes_backward'), np.str_('Init_Win_bytes_forward'), np.str_('Packet Length Std'), np.str_('Packet Length Variance'), np.str_('Subflow Bwd Packets'), np.str_('Total Backward Packets'), np.str_('min_seg_size_forward')]"
73,permutation,reference_validation,18000,0.1885,0.9992289587547412,0.0007710412452588411,0.9999997175229646,0.0,1.0,0.0,0.0,"[np.str_('Avg Bwd Segment Size'), np.str_('Bwd Packet Length Mean'), np.str_('Bwd Packet Length Std'), np.str_('Destination Port'), np.str_('Init_Win_bytes_backward'), np.str_('Packet Length Mean'), np.str_('Packet Length Std'), np.str_('Packet Length Variance'), np.str_('Subflow Bwd Bytes'), np.str_('Total Length of Bwd Packets')]"
73,permutation,Thursday-WorkingHours-Morning-WebAttacks,30000,0.031966666666666664,0.5093847758081335,0.49061522419186654,0.9943450917025402,0.75,0.5808163226618894,0.18605479622383903,0.13083599230450602,"[np.str_('Average Packet Size'), np.str_('Avg Bwd Segment Size'), np.str_('Destination Port'), np.str_('Flow Bytes/s'), np.str_('Flow Packets/s'), np.str_('Fwd IAT Min'), np.str_('Fwd Packets/s'), np.str_('Packet Length Std'), np.str_('Subflow Bwd Bytes'), np.str_('Total Length of Fwd Packets')]"
73,permutation,Thursday-WorkingHours-Afternoon-Infilteration,30000,0.00016666666666666666,0.49998333055509253,0.5000166694449075,0.9192898816469411,0.6666666666666667,0.8162003282818644,0.18392508021946768,0.1823050351928649,"[np.str_('Average Packet Size'), np.str_('Bwd Packet Length Max'), np.str_('Bwd Packet Length Mean'), np.str_('Destination Port'), np.str_('Fwd IAT Total'), np.str_('Max Packet Length'), np.str_('Packet Length Std'), np.str_('Packet Length Variance'), np.str_('Subflow Fwd Bytes'), np.str_('Total Length of Bwd Packets')]"
73,permutation,Friday-WorkingHours-Morning,30000,0.02723333333333333,0.49998286673748416,0.5000171332625158,0.6731188883586968,0.8235294117647058,0.6998768931579252,0.18769120475891993,0.12706000510048354,"[np.str_('Avg Bwd Segment Size'), np.str_('Bwd Packet Length Max'), np.str_('Bwd Packet Length Mean'), np.str_('Bwd Packet Length Std'), np.str_('Fwd Header Length.1'), np.str_('Fwd Packet Length Mean'), np.str_('Fwd Packet Length Std'), np.str_('Max Packet Length'), np.str_('Subflow Fwd Bytes'), np.str_('Total Length of Fwd Packets')]"
73,permutation,Friday-WorkingHours-Afternoon-PortScan,30000,0.7569333333333333,0.5003302800775057,0.4996697199224943,0.9546383081069971,0.8235294117647058,0.5427199939170855,0.17960162986487352,0.30552194417729783,"[np.str_('ACK Flag Count'), np.str_('Avg Bwd Segment Size'), np.str_('Avg Fwd Segment Size'), np.str_('Bwd IAT Total'), np.str_('Fwd Packet Length Mean'), np.str_('Init_Win_bytes_forward'), np.str_('Packet Length Std'), np.str_('Packet Length Variance'), np.str_('Subflow Fwd Bytes'), np.str_('Subflow Fwd Packets')]"
73,permutation,Friday-WorkingHours-Afternoon-DDos,30000,0.5954666666666667,0.9980127630989699,0.001987236901030087,0.9998066398402815,0.5714285714285714,0.4942788704930811,0.2519663210223095,0.4050684295081501,"[np.str_('Avg Bwd Segment Size'), np.str_('Bwd Packet Length Mean'), np.str_('Bwd Packet Length Std'), np.str_('Destination Port'), np.str_('Flow Duration'), np.str_('Flow IAT Std'), np.str_('Fwd Header Length'), np.str_('Fwd Packet Length Mean'), np.str_('Init_Win_bytes_backward'), np.str_('Total Length of Bwd Packets')]"
73,tree_shap,reference_validation,18000,0.1885,0.9992289587547412,0.0007710412452588411,0.9999997175229646,0.0,1.0,0.0,0.0,"[np.str_('Avg Bwd Segment Size'), np.str_('Bwd Packet Length Mean'), np.str_('Bwd Packet Length Std'), np.str_('Destination Port'), np.str_('Init_Win_bytes_backward'), np.str_('Packet Length Mean'), np.str_('Packet Length Std'), np.str_('Packet Length Variance'), np.str_('Subflow Bwd Bytes'), np.str_('Total Length of Bwd Packets')]"
