study,contrast,condition,budget,seed,metric,baseline,candidate,delta,lower,upper,confidence,valid_replicates,undefined_replicates,conditional_on_required_label_support,status
PX081,harm_minus_entropy,clean,1,8101,macro_f1,0.6957920803879684,0.7494860283230648,0.05369394793509641,0.01244606570507023,0.09479849855672651,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8101,benign_false_alert_rate,0.0008741213259588018,0.0009573709760501163,8.324965009131452e-05,7.137096486407456e-06,0.00018553465787409082,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,benign_false_alert_count,168,184,16.0,1.0,35.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,attack_to_benign_count,121,1140,1019,156.0,2248.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,wrong_attack_stage_count,1406,381,-1025,-2251.0,-162.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,OtherAttackStage.exact_stage_recall,0.9676432710882164,0.9678042498390212,0.00016097875080489654,0.0,0.00038842493688096,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,OtherAttackStage.warning_recall,0.9967804249839022,0.9970218931101095,0.0002414681262072893,6.49561545956745e-05,0.000723065798987732,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,OtherAttackStage.attack_to_benign_count,40,37,-3,-5.0,-1.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,OtherAttackStage.wrong_attack_stage_count,362,363,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,OtherAttackStage.stage_f1,0.9834349053131007,0.983558282208589,0.00012337689548824748,7.32846015659705e-05,0.00020945792356452664,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,LateralMovement.exact_stage_recall,0.8,0.9142857142857143,0.11428571428571421,0.0,0.18181818181818177,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8101,LateralMovement.warning_recall,0.8,0.9142857142857143,0.11428571428571421,0.0,0.18181818181818177,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8101,LateralMovement.attack_to_benign_count,7,3,-4,-8.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,LateralMovement.stage_f1,0.04483586869495596,0.26229508196721313,0.21745921327225717,0.05440325223837557,0.38323901674961475,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8101,DataExfiltration.exact_stage_recall,0.6751888436955259,0.6751888436955259,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,DataExfiltration.warning_recall,0.9785008715862871,0.6804183614177803,-0.29808251016850673,-0.955725840783312,-0.034086156419907976,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,DataExfiltration.attack_to_benign_count,74,1100,1026,163.0,2251.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,DataExfiltration.wrong_attack_stage_count,1044,18,-1026,-2251.0,-163.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8101,DataExfiltration.stage_f1,0.7556494878881482,0.7555266579973993,-0.00012282989074896555,-0.00028473165136977396,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,macro_f1,0.6954470890471685,0.7531554811925733,0.0577083921454048,0.011834049687692194,0.09954688348541241,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8102,benign_false_alert_rate,0.0008897306353509233,0.0008220902946517302,-6.764034069919303e-05,-8.074398457314945e-05,-4.0898401554139265e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,benign_false_alert_count,171,158,-13.0,-20.0,-6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,attack_to_benign_count,113,1166,1053,175.0,2266.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,wrong_attack_stage_count,1416,367,-1049,-2265.0,-173.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,OtherAttackStage.exact_stage_recall,0.9676432710882164,0.9673213135866066,-0.0003219575016097931,-0.001446131597975353,0.00012001920307247449,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,OtherAttackStage.warning_recall,0.9966194462330973,0.9965389568576948,-8.048937540250378e-05,-0.0005129520389843822,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,OtherAttackStage.attack_to_benign_count,42,43,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,OtherAttackStage.wrong_attack_stage_count,360,363,3,-2.0,7.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,OtherAttackStage.stage_f1,0.9829926410466067,0.9828263002944063,-0.0001663407522003446,-0.000853596890126096,6.0269606987573e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,LateralMovement.exact_stage_recall,0.7714285714285715,0.7714285714285715,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8102,LateralMovement.warning_recall,0.7714285714285715,0.7714285714285715,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8102,LateralMovement.attack_to_benign_count,8,8,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,LateralMovement.stage_f1,0.04285714285714286,0.27692307692307694,0.23406593406593407,0.049424541295296595,0.40790088826554466,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8102,DataExfiltration.exact_stage_recall,0.6748983149331784,0.6748983149331784,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,DataExfiltration.warning_recall,0.9816966879721093,0.6760604299825683,-0.30563625798954097,-0.9620563035495716,-0.03638644918444167,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,DataExfiltration.attack_to_benign_count,63,1115,1052,174.0,2266.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,DataExfiltration.wrong_attack_stage_count,1056,4,-1052,-2266.0,-174.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8102,DataExfiltration.stage_f1,0.7566775244299674,0.7563079928373758,-0.00036953159259156543,-0.0008419884709103265,0.00012620982857780572,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,macro_f1,0.7505216252589214,0.7474448355498421,-0.0030767897090793195,-0.005425241338305797,0.0006296773108783738,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8103,benign_false_alert_rate,0.0009521678729194091,0.0008689182228280947,-8.324965009131441e-05,-0.0001997773909072748,-1.4274192972814803e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,benign_false_alert_count,183,167,-16.0,-36.0,-2.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,attack_to_benign_count,1150,1154,4,0.0,8.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,wrong_attack_stage_count,359,356,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,OtherAttackStage.exact_stage_recall,0.9687701223438506,0.9690115904700579,0.0002414681262072893,0.0,0.00041054273749907555,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,OtherAttackStage.warning_recall,0.9968609143593046,0.9968609143593046,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,OtherAttackStage.attack_to_benign_count,39,39,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,OtherAttackStage.wrong_attack_stage_count,349,346,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,OtherAttackStage.stage_f1,0.9840166782487839,0.9842217135382603,0.00020503528947635186,0.0,0.00033285254632198225,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,LateralMovement.exact_stage_recall,0.8857142857142857,0.7714285714285715,-0.11428571428571421,-0.18181818181818188,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8103,LateralMovement.warning_recall,0.8857142857142857,0.7714285714285715,-0.11428571428571421,-0.18181818181818188,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8103,LateralMovement.attack_to_benign_count,4,8,4,0.0,8.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,LateralMovement.stage_f1,0.26382978723404255,0.25116279069767444,-0.012666996536368103,-0.021997181685734057,0.0023126734505087843,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,1,8103,DataExfiltration.exact_stage_recall,0.6754793724578734,0.6754793724578734,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,DataExfiltration.warning_recall,0.678384660081348,0.678384660081348,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,DataExfiltration.attack_to_benign_count,1107,1107,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,DataExfiltration.wrong_attack_stage_count,10,10,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,1,8103,DataExfiltration.stage_f1,0.7576992015642823,0.7578226857887875,0.00012348422450525476,0.0,0.0003541847196042447,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,macro_f1,0.698286215497624,0.7565812887318011,0.05829507323417704,0.013022334340342612,0.09741462035125459,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8101,benign_false_alert_rate,0.0006972158195147586,0.0007180282320375872,2.081241252282855e-05,-1.186218513312342e-05,4.655902908904676e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,benign_false_alert_count,134,138,4.0,-2.0,11.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,attack_to_benign_count,136,1191,1055,188.0,2264.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,wrong_attack_stage_count,1356,316,-1040,-2258.0,-168.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,OtherAttackStage.exact_stage_recall,0.9707823567289118,0.9699774629748873,-0.0008048937540244827,-0.0025647601949218,-0.00028615032430368004,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,OtherAttackStage.warning_recall,0.9959755312298777,0.9951706374758532,-0.0008048937540244827,-0.004103616311874836,-9.954210631102356e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,OtherAttackStage.attack_to_benign_count,50,60,10,1.0,25.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,OtherAttackStage.wrong_attack_stage_count,313,313,0,-10.0,8.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,OtherAttackStage.stage_f1,0.985094131580022,0.9846794950361564,-0.00041463654386564297,-0.0015735482410594859,-0.0001386220936449023,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,LateralMovement.exact_stage_recall,0.8,0.8,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8101,LateralMovement.warning_recall,0.8,0.8,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8101,LateralMovement.attack_to_benign_count,7,7,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,LateralMovement.stage_f1,0.045344129554655874,0.2828282828282828,0.23748415327362693,0.05475817624503028,0.3965401240541562,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8101,DataExfiltration.exact_stage_recall,0.674026728646136,0.6725740848343986,-0.0014526438117373752,-0.005249343832020997,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,DataExfiltration.warning_recall,0.9770482277745497,0.673445671121441,-0.30360255665310865,-0.9587058322690506,-0.03680468423253869,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,DataExfiltration.attack_to_benign_count,79,1124,1045,176.0,2263.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,DataExfiltration.wrong_attack_stage_count,1043,3,-1040,-2260.0,-168.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8101,DataExfiltration.stage_f1,0.7634090161237249,0.7622653934804083,-0.0011436226433165775,-0.004428660145940094,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,macro_f1,0.6935669155012326,0.7479692858975893,0.05440237039635665,0.011735812658570044,0.10040997445421979,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8102,benign_false_alert_rate,0.00040063894106445085,0.0005047010036785939,0.00010406206261414302,6.327512022272843e-05,0.00014721678489446738,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,benign_false_alert_count,77,97,20.0,9.0,29.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,attack_to_benign_count,167,1207,1040,169.0,2261.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,wrong_attack_stage_count,1356,325,-1031,-2261.0,-148.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,OtherAttackStage.exact_stage_recall,0.96973599484868,0.9690115904700579,-0.00072440437862209,-0.0023437583483033723,0.000388424936880849,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,OtherAttackStage.warning_recall,0.9943657437218287,0.9949291693496458,0.0005634256278170824,0.0,0.0027932960893854997,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,OtherAttackStage.attack_to_benign_count,70,63,-7,-17.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,OtherAttackStage.wrong_attack_stage_count,306,322,16,1.0,35.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,OtherAttackStage.stage_f1,0.9845550379995097,0.9839803841438496,-0.0005746538556601344,-0.0014271916792493776,-0.00010945830073116891,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,LateralMovement.exact_stage_recall,0.45714285714285713,0.45714285714285713,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8102,LateralMovement.warning_recall,0.45714285714285713,0.45714285714285713,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8102,LateralMovement.attack_to_benign_count,19,19,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,LateralMovement.stage_f1,0.027280477408354646,0.25196850393700787,0.22468802652865322,0.05520743847592096,0.4072819207484865,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8102,DataExfiltration.exact_stage_recall,0.6722835560720511,0.6722835560720511,0.0,-0.00042087542087543284,0.0026246719160105125,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,DataExfiltration.warning_recall,0.9773387565368972,0.6731551423590936,-0.3041836141778036,-0.9596083231334149,-0.03638644918444167,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,DataExfiltration.attack_to_benign_count,78,1125,1047,174.0,2263.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,DataExfiltration.wrong_attack_stage_count,1050,3,-1047,-2262.0,-173.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8102,DataExfiltration.stage_f1,0.7630667765869744,0.7593109105824446,-0.0037558660045298176,-0.007356711271791204,0.0005213535850236983,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,macro_f1,0.762381193425693,0.7607058717545544,-0.0016753216711385965,-0.004615942646767568,0.0025171691308111255,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8103,benign_false_alert_rate,0.0004838885911557653,0.0004526699723715224,-3.121861878424293e-05,-9.132680727189698e-05,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,benign_false_alert_count,93,87,-6.0,-16.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,attack_to_benign_count,1202,1197,-5,-23.0,10.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,wrong_attack_stage_count,308,309,1,-3.0,6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,OtherAttackStage.exact_stage_recall,0.9702189311010947,0.9706213779781069,0.00040244687701218584,-0.00030684258975144374,0.0026030368763557687,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,OtherAttackStage.warning_recall,0.9947681905988409,0.9953316162266581,0.0005634256278171934,-0.00030684258975144374,0.003470715835141025,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,OtherAttackStage.attack_to_benign_count,65,58,-7,-21.0,4.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,OtherAttackStage.wrong_attack_stage_count,305,307,2,0.0,6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,OtherAttackStage.stage_f1,0.9848039215686275,0.9850112313661425,0.00020730979751504286,-0.0002400600139230713,0.0015347187580405652,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,LateralMovement.exact_stage_recall,0.6571428571428571,0.6,-0.05714285714285716,-0.09090909090909094,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8103,LateralMovement.warning_recall,0.6571428571428571,0.6,-0.05714285714285716,-0.09090909090909094,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8103,LateralMovement.attack_to_benign_count,12,14,2,0.0,4.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,LateralMovement.stage_f1,0.304635761589404,0.2978723404255319,-0.006763421163872074,-0.01841432225063938,0.006578947368421073,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,2,8103,DataExfiltration.exact_stage_recall,0.6722835560720511,0.6725740848343986,0.00029052876234747504,-0.00042087542087543284,0.005249343832020997,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,DataExfiltration.warning_recall,0.6731551423590936,0.6731551423590936,0.0,-0.0008417508417508657,0.005249343832020997,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,DataExfiltration.attack_to_benign_count,1125,1125,0,-6.0,6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,DataExfiltration.wrong_attack_stage_count,3,2,-1,-3.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,2,8103,DataExfiltration.stage_f1,0.7634444077862091,0.7632706890867128,-0.0001737186994963391,-0.00043247918693911647,0.004359998506849816,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,macro_f1,0.7002658409067823,0.7567407673715794,0.056474926464797015,0.007767401832467332,0.1040707371281272,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8101,benign_false_alert_rate,0.0007700592633446587,0.0007960747789981945,2.6015515653535822e-05,7.137096486407456e-06,4.0390821589702045e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,benign_false_alert_count,148,153,5.0,1.0,10.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,attack_to_benign_count,282,1187,905,38.0,2241.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,wrong_attack_stage_count,1215,318,-897,-2234.0,-31.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,OtherAttackStage.exact_stage_recall,0.9702189311010947,0.9700579523502898,-0.00016097875080489654,-0.0004744662131917041,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,OtherAttackStage.warning_recall,0.9955730843528654,0.9947681905988409,-0.0008048937540244827,-0.0053859964093356805,0.0002533569799848534,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,OtherAttackStage.attack_to_benign_count,55,65,10,-3.0,33.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,OtherAttackStage.wrong_attack_stage_count,315,307,-8,-32.0,7.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,OtherAttackStage.stage_f1,0.9848441521303974,0.9847209739357791,-0.00012317819461837853,-0.0002665159619672508,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,LateralMovement.exact_stage_recall,0.8571428571428571,0.9142857142857143,0.05714285714285716,0.0,0.09090909090909083,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8101,LateralMovement.warning_recall,0.8571428571428571,0.9142857142857143,0.05714285714285716,0.0,0.09090909090909083,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8101,LateralMovement.attack_to_benign_count,5,3,-2,-4.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,LateralMovement.stage_f1,0.05405405405405406,0.2831858407079646,0.22913178665391054,0.03538542488818733,0.42070503112905944,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8101,DataExfiltration.exact_stage_recall,0.674026728646136,0.6717024985473562,-0.0023242300987798004,-0.013123359580052507,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,DataExfiltration.warning_recall,0.9355026147588611,0.6748983149331784,-0.2606042998256827,-0.924172440338722,-0.008838383838383868,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,DataExfiltration.attack_to_benign_count,222,1119,897,42.0,2231.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,DataExfiltration.wrong_attack_stage_count,900,11,-889,-2223.0,-36.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8101,DataExfiltration.stage_f1,0.7632834347754565,0.762532981530343,-0.0007504532451134693,-0.010165217244509306,2.6354059059041646e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,macro_f1,0.6967315092878479,0.6959119888535089,-0.0008195204343389717,-0.0031892892446986226,0.0007249289540200987,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8102,benign_false_alert_rate,0.0006191692725541513,0.0007596530570832445,0.00014048378452909322,8.730515839170468e-05,0.00017187234145575646,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,benign_false_alert_count,119,146,27.0,11.0,39.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,attack_to_benign_count,285,278,-7,-19.0,2.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,wrong_attack_stage_count,1230,1246,16,2.0,32.04999999999973,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,OtherAttackStage.exact_stage_recall,0.9698969735994849,0.9691725692208628,-0.00072440437862209,-0.002305422512922996,0.0004338394793925726,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,OtherAttackStage.warning_recall,0.9944462330972311,0.9951706374758532,0.00072440437862209,0.0,0.003910614525139633,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,OtherAttackStage.attack_to_benign_count,69,60,-9,-23.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,OtherAttackStage.wrong_attack_stage_count,305,323,18,2.0,36.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,OtherAttackStage.stage_f1,0.9846380127471809,0.9840634194181105,-0.0005745933290703942,-0.0013723185689211654,-5.201897786333287e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,LateralMovement.exact_stage_recall,0.6285714285714286,0.6571428571428571,0.02857142857142858,0.0,0.16666666666666674,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8102,LateralMovement.warning_recall,0.6285714285714286,0.6571428571428571,0.02857142857142858,0.0,0.16666666666666674,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8102,LateralMovement.attack_to_benign_count,13,12,-1,-3.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,LateralMovement.stage_f1,0.040145985401459854,0.04170444242973708,0.001558457028277227,-0.007246376811594207,0.0080595776623274,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8102,DataExfiltration.exact_stage_recall,0.6722835560720511,0.6719930273097037,-0.00029052876234747504,-0.00042087542087543284,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,DataExfiltration.warning_recall,0.9410226612434631,0.9401510749564207,-0.0008715862870424251,-0.005249343832021025,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,DataExfiltration.attack_to_benign_count,203,206,3,0.0,7.0,0.95,2000,0,False,COMPLETE
