dataset,condition,perturbation_seed,arm,rows,positive,precision,recall,f1,ap,roc_auc,other_label_flags,other_label_flag_rate,target_cost_error,context_selected_fraction
casino,delay_120_deadline_120,20260920,current,920,17,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.8674180483004013,0.960719171389486,7,0.007751937984496124,0.020652173913043477,
casino,delay_120_deadline_120,20260920,context,920,17,0.4666666666666667,0.8235294117647058,0.5957446808510638,0.8522436792934762,0.976157905022474,16,0.017718715393133997,0.030434782608695653,
casino,delay_120_deadline_120,20260920,fixed_fusion,920,17,0.6363636363636364,0.8235294117647058,0.717948717948718,0.8606314785559049,0.9711419451501531,8,0.008859357696566999,0.021739130434782608,
casino,delay_120_deadline_120,20260920,mixed_dropout,920,17,0.45161290322580644,0.8235294117647058,0.5833333333333334,0.8438442464409793,0.9693179597420364,17,0.018826135105204873,0.03152173913043478,
casino,delay_120_deadline_120,20260920,confidence_gate,920,17,0.6363636363636364,0.8235294117647058,0.717948717948718,0.8716877511874316,0.9684059670379781,8,0.008859357696566999,0.021739130434782608,0.6260869565217392
casino,delay_120_deadline_120,20260920,ordinary_gate,920,17,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.8671529436746829,0.9682105400299655,7,0.007751937984496124,0.020652173913043477,0.5152173913043478
casino,delay_120_deadline_120,20260920,target_cost_gate,920,17,0.4666666666666667,0.8235294117647058,0.5957446808510638,0.8579928937314336,0.9667122663018696,16,0.017718715393133997,0.030434782608695653,0.42934782608695654
casino,execve_absent,20260920,current,920,17,0.19736842105263158,0.8823529411764706,0.3225806451612903,0.8507508308954946,0.9723796495342323,61,0.06755260243632337,0.075,
casino,execve_absent,20260920,context,920,17,0.234375,0.8823529411764706,0.37037037037037035,0.8407638865262704,0.9835841313269494,49,0.05426356589147287,0.06195652173913044,
casino,execve_absent,20260920,fixed_fusion,920,17,0.25862068965517243,0.8823529411764706,0.4,0.8555959841917371,0.9785030291186242,43,0.047619047619047616,0.05543478260869565,
casino,execve_absent,20260920,mixed_dropout,920,17,0.3684210526315789,0.8235294117647058,0.509090909090909,0.8137774890559164,0.9652791349097778,24,0.026578073089700997,0.0391304347826087,
casino,execve_absent,20260920,confidence_gate,920,17,0.25862068965517243,0.8823529411764706,0.4,0.8526459073836735,0.9779818904305908,43,0.047619047619047616,0.05543478260869565,0.7021739130434783
casino,execve_absent,20260920,ordinary_gate,920,17,0.19736842105263158,0.8823529411764706,0.3225806451612903,0.8529751040342193,0.9773956094065532,61,0.06755260243632337,0.075,0.6152173913043478
casino,execve_absent,20260920,target_cost_gate,920,17,0.234375,0.8823529411764706,0.37037037037037035,0.8388253333533772,0.9774607517425575,49,0.05426356589147287,0.06195652173913044,0.6945652173913044
casino,proctitle_absent,20260920,current,920,17,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8080980441354378,0.9476255618526481,5,0.005537098560354375,0.01847826086956522,
casino,proctitle_absent,20260920,context,920,17,0.6363636363636364,0.8235294117647058,0.717948717948718,0.7788409116108823,0.9665819816298612,8,0.008859357696566999,0.021739130434782608,
casino,proctitle_absent,20260920,fixed_fusion,920,17,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.7816370164036925,0.9615660217575401,5,0.005537098560354375,0.01847826086956522,
casino,proctitle_absent,20260920,mixed_dropout,920,17,0.24561403508771928,0.8235294117647058,0.3783783783783784,0.7978396102376261,0.9542049377890691,43,0.047619047619047616,0.059782608695652176,
casino,proctitle_absent,20260920,confidence_gate,920,17,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8230116091915255,0.9596768940134193,5,0.005537098560354375,0.01847826086956522,0.7010869565217391
casino,proctitle_absent,20260920,ordinary_gate,920,17,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.7840443550481914,0.9592208976613901,5,0.005537098560354375,0.01847826086956522,0.6206521739130435
casino,proctitle_absent,20260920,target_cost_gate,920,17,0.6363636363636364,0.8235294117647058,0.717948717948718,0.7851889456523555,0.9575271969252817,8,0.008859357696566999,0.021739130434782608,0.475
casino,syscall_absent,20260920,current,920,17,0.22535211267605634,0.9411764705882353,0.36363636363636365,0.8738014658637069,0.9504918246368315,55,0.06090808416389812,0.0641304347826087,
casino,syscall_absent,20260920,context,920,17,0.5172413793103449,0.8823529411764706,0.6521739130434783,0.876221517195148,0.948798123900723,14,0.015503875968992248,0.02391304347826087,
casino,syscall_absent,20260920,fixed_fusion,920,17,0.375,0.8823529411764706,0.5263157894736842,0.8760245665331206,0.949514689596769,25,0.02768549280177187,0.035869565217391305,
casino,syscall_absent,20260920,mixed_dropout,920,17,0.7777777777777778,0.8235294117647058,0.8,0.8747872686228041,0.9543352224610775,4,0.004429678848283499,0.017391304347826087,
casino,syscall_absent,20260920,confidence_gate,920,17,0.375,0.8823529411764706,0.5263157894736842,0.8694596140843605,0.9486678392287148,25,0.02768549280177187,0.035869565217391305,0.8913043478260869
casino,syscall_absent,20260920,ordinary_gate,920,17,0.22535211267605634,0.9411764705882353,0.36363636363636365,0.8700934228317595,0.9487329815647189,55,0.06090808416389812,0.0641304347826087,0.875
casino,syscall_absent,20260920,target_cost_gate,920,17,0.5172413793103449,0.8823529411764706,0.6521739130434783,0.876543371177009,0.9486026968927105,14,0.015503875968992248,0.02391304347826087,0.85
casino,path_absent,20260920,current,920,17,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.8712338569866902,0.9558334961891732,7,0.007751937984496124,0.016304347826086956,
casino,path_absent,20260920,context,920,17,0.43243243243243246,0.9411764705882353,0.5925925925925926,0.8698162798197789,0.9760927626864699,21,0.023255813953488372,0.02717391304347826,
casino,path_absent,20260920,fixed_fusion,920,17,0.5172413793103449,0.8823529411764706,0.6521739130434783,0.8665166066259247,0.969578529086053,14,0.015503875968992248,0.02391304347826087,
casino,path_absent,20260920,mixed_dropout,920,17,0.3409090909090909,0.8823529411764706,0.4918032786885246,0.8558856975687765,0.9764184743664908,29,0.03211517165005537,0.04021739130434782,
casino,path_absent,20260920,confidence_gate,920,17,0.5172413793103449,0.8823529411764706,0.6521739130434783,0.8625795550490507,0.9565500618852192,14,0.015503875968992248,0.02391304347826087,0.2576086956521739
casino,path_absent,20260920,ordinary_gate,920,17,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.8547916953590197,0.9562894925412024,7,0.007751937984496124,0.016304347826086956,0.1793478260869565
casino,path_absent,20260920,target_cost_gate,920,17,0.43243243243243246,0.9411764705882353,0.5925925925925926,0.8685481231050407,0.9570060582372484,21,0.023255813953488372,0.02717391304347826,0.14891304347826087
camlds,clean,20260920,current,4209,100,0.025468384074941453,0.87,0.04948805460750853,0.02380494954929556,0.5087320515940618,3329,0.8101727914334388,0.8032786885245902,
camlds,clean,20260920,context,4209,100,0.02753441802252816,0.88,0.05339805825242718,0.02773794427482751,0.5594755414942808,3108,0.7563884156729132,0.7498218104062723,
camlds,clean,20260920,fixed_fusion,4209,100,0.02700214789812826,0.88,0.052396546591247393,0.02485768128155143,0.5380761742516428,3171,0.7717206132879046,0.7647897362794013,
